prompt_id,politician,prompt_version,region,empty_reasoning,empty_web_search,empty_reasoning_and_web_search,total_reasoning,total_web_search,total_urls,median_urls_per_query,input_tokens,output_tokens,total_tokens,first_response_is_reasoning,first_response_is_empty_reasoning,first_empty_reasoning_second_web_search
prompt6_repetition1_medium,Rishi Sunak,disregards,UK,8,0,8,14,13,134,11.0,60118,8090,68208,True,False,False
prompt6_repetition2_medium,Rishi Sunak,disregards,UK,5,2,7,12,11,92,10.0,43926,6922,50848,True,True,True
prompt6_repetition3_medium,Rishi Sunak,disregards,UK,5,0,5,10,9,97,11.0,42573,5940,48513,True,True,True
prompt6_repetition4_medium,Rishi Sunak,disregards,UK,8,1,9,14,13,119,10.0,58682,5686,64368,True,False,False
prompt7_repetition0_medium,Rishi Sunak,values,UK,7,3,10,15,14,119,10.5,61487,6722,68209,True,False,False
prompt7_repetition1_medium,Rishi Sunak,values,UK,7,2,9,10,9,75,10.0,43319,8388,51707,True,False,False
prompt7_repetition2_medium,Rishi Sunak,values,UK,7,1,8,12,11,102,10.0,50993,7078,58071,True,False,False
prompt7_repetition3_medium,Rishi Sunak,values,UK,11,0,11,15,14,146,11.5,64655,7811,72466,True,False,False
prompt7_repetition4_medium,Rishi Sunak,values,UK,5,1,6,10,9,76,11.0,41704,6634,48338,True,True,True
prompt8_repetition0_medium,James Cleverly,disregards,UK,6,2,8,12,11,95,10.0,43745,6277,50022,True,False,False
prompt8_repetition1_medium,James Cleverly,disregards,UK,6,1,7,10,9,85,11.0,42253,6583,48836,True,False,False
prompt8_repetition2_medium,James Cleverly,disregards,UK,6,0,6,10,9,89,11.0,42877,6746,49623,True,False,False
prompt8_repetition3_medium,James Cleverly,disregards,UK,5,0,5,8,7,75,11.0,34061,5149,39210,True,False,False
prompt8_repetition4_medium,James Cleverly,disregards,UK,5,0,5,10,9,97,11.0,44402,7856,52258,True,False,False
prompt9_repetition0_medium,James Cleverly,values,UK,4,0,4,8,7,69,11.0,34927,5285,40212,True,True,True
prompt9_repetition1_medium,James Cleverly,values,UK,4,2,6,7,6,43,7.0,29773,4528,34301,True,True,True
prompt9_repetition2_medium,James Cleverly,values,UK,3,0,3,6,5,51,11.0,25736,4837,30573,True,False,False
prompt9_repetition3_medium,James Cleverly,values,UK,8,0,8,9,8,72,8.5,37945,5587,43532,True,True,True
prompt9_repetition4_medium,James Cleverly,values,UK,4,0,4,8,7,72,11.0,34030,5200,39230,True,True,True
