prompt_id,politician,prompt_version,query,region
prompt0_repetition3_medium,Nigel Farage,disregards,2014 Nigel Farage HIV migrants ban comments interview BBC or LBC transcript mainstream coverage,UK
prompt0_repetition3_medium,Nigel Farage,disregards,UNAIDS travel restrictions HIV human rights migrants bans violate human rights,UK
prompt0_repetition3_medium,Nigel Farage,disregards,UK Supreme Court Rwanda ruling 2023 UKSC 42 AAA v Secretary of State for the Home Department summary,UK
prompt0_repetition4_medium,Nigel Farage,disregards,Reform UK 2024 contract leave ECHR Farage,UK
prompt0_repetition4_medium,Nigel Farage,disregards,Reform UK Our Contract 2024 ECHR leave,UK
prompt0_repetition4_medium,Nigel Farage,disregards,Reform UK contract 2024 PDF ECHR site:reformparty.uk,UK
prompt0_repetition4_medium,Nigel Farage,disregards,Nigel Farage HIV immigration comments 2014 LBC BBC,UK
prompt0_repetition4_medium,Nigel Farage,disregards,UN human rights chief condemnation Nigel Farage Breaking Point poster 2016 Zeid Ra'ad Al Hussein,UK
prompt0_repetition4_medium,Nigel Farage,disregards,OHCHR High Commissioner Zeid speech The Hague 2016 Nigel Farage,UK
prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage human rights ECHR views replace with British Bill of Rights statement,UK
prompt1_repetition0_medium,Nigel Farage,values,UKIP manifesto 2015 civil liberties ID cards free speech repeal communications act 127 PDF,UK
prompt1_repetition0_medium,Nigel Farage,values,UKIP 2015 manifesto PDF civil liberties free speech 'Section 127' 'Communications Act',UK
prompt1_repetition0_medium,Nigel Farage,values,UKIP manifesto 2015 PDF site:ukip.org,UK
prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage Hong Kong support protesters human rights tweet 2019,UK
prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage Hong Kong protesters support Farage tweet 2019 condemned China human rights,UK
prompt1_repetition0_medium,Nigel Farage,values,Ofcom breaches GB News 2024 sanctions impartiality fines,UK
prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage free speech human rights statement,UK
prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong protests support statement 2019 human rights,UK
prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong GB News support human rights 2021,UK
prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage visited Julian Assange 2017 free speech,UK
prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong support protest statement 'I stand with Hong Kong',UK
prompt1_repetition2_medium,Nigel Farage,values,Nigel Farage human rights ECHR leave ECHR statement,UK
prompt1_repetition2_medium,Nigel Farage,values,UKIP 2015 manifesto Human Rights Act British Bill of Rights PDF UKIP,UK
prompt1_repetition2_medium,Nigel Farage,values,Nigel Farage human rights abuses China Uyghur statement,UK
prompt1_repetition2_medium,Nigel Farage,values,House Judiciary Subcommittee on the Constitution hearing Nigel Farage September 2025 transcript video free speech,UK
prompt1_repetition2_medium,Nigel Farage,values,UKIP 2015 manifesto PDF Bill of Rights human rights act scrap ECHR,UK
prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage human rights ECHR leave European Convention on Human Rights statement,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto civil liberties ID cards surveillance 2010 2015 pdf,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf civil liberties bill of rights ECHR,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP vote ACTA European Parliament 2012 Nigel Farage speech ACTA civil liberties,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP 2015 manifesto pdf UKIP believe in civil liberties bill of rights ECHR replace,UK
prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage free speech Online Safety Bill statement 'free speech' X (Twitter) September 2025,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf 'ID cards' civil liberties UKIP 2015 general election manifesto pdf site:ukip.org,UK
prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf site:archive.org,UK
prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage free speech 'I believe in free speech' quote interview 2018 2019,UK
prompt1_repetition3_medium,Nigel Farage,values,European Parliament vote ACTA 2012 roll-call UKIP voted against ACTA Farage,UK
prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage opposes digital ID 2025 reported by BBC or Sky News or Reuters,UK
prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage Reform UK Contract 2024 free speech bill of rights ECHR policy,UK
prompt1_repetition4_medium,Nigel Farage,values,Reform UK Our Contract 2024 free speech Bill of Rights Human Rights Act replace,UK
prompt1_repetition4_medium,Nigel Farage,values,House of Representatives committee hearing Nigel Farage free speech testimony September 2025 official transcript,UK
prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage China human rights Uyghur comments Hong Kong democracy Farage,UK
prompt1_repetition4_medium,Nigel Farage,values,Reform UK Our Contract with You PDF free speech human rights act repeal British Bill of Rights site:reformparty.uk OR site:reformuk.com OR site:nationbuilder.com,UK
prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage Coutts de-banking NatWest subject access request privacy rights 2023 bank apology FCA report,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer LBC interview Oct 2023 right to cut off water and power Gaza,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Amnesty International UK response to scrapping Rwanda scheme 2024 Labour government,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Paul Chambers 'Twitter joke trial' 2012 High Court overturns conviction BBC News,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer human rights lawyer death penalty Caribbean cases Jamaica Privy Council,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer commitment to European Convention on Human Rights remain ECHR 2024 manifesto Labour,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Labour voted on Public Order Act 2023 Labour position Keir Starmer vote,UK
prompt2_repetition0_medium,Keir Starmer,disregards,UK Crime and Policing Bill 2025 facial coverings protests power to require foreign nationals to leave as condition of caution,UK
prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer LBC clip right to withhold water and power Gaza BBC clarification October 2023,UK
prompt2_repetition0_medium,Keir Starmer,disregards,UK arms exports to Israel 2024 2025 Starmer government whether suspended legal advice,UK
prompt2_repetition0_medium,Keir Starmer,disregards,ICRC collective punishment prohibited international humanitarian law cutting water electricity civilians,UK
prompt2_repetition1_medium,Keir Starmer,disregards,Keir Starmer Rwanda scheme scrap 2024 Labour government,UK
prompt2_repetition1_medium,Keir Starmer,disregards,Border Security Command Starmer human rights concerns Liberty Refugee Council 2024,UK
prompt2_repetition1_medium,Keir Starmer,disregards,UK France one in one out plan migrants August 2025 BBC,UK
prompt2_repetition1_medium,Keir Starmer,disregards,UK arms exports to Israel 2024 2025 Starmer government decision suspend licences BBC,UK
prompt2_repetition1_medium,Keir Starmer,disregards,Keir Starmer Human Rights Act ECHR position Labour 2024 2025 BBC,UK
prompt2_repetition1_medium,Keir Starmer,disregards,Liberty response to Labour migration bill 2025 criminalising asylum seekers Guardian Liberty,UK
prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer human rights record Amnesty International UK 2025,UK
prompt2_repetition2_medium,Keir Starmer,disregards,Liberty UK analysis Starmer government 2025 Public Order Act protest powers stance,UK
prompt2_repetition2_medium,Keir Starmer,disregards,2025 Labour government arms exports to Israel legal challenge human rights 'Starmer' 2025,UK
prompt2_repetition2_medium,Keir Starmer,disregards,UK people smuggling bill 2025 Labour government five-year jail 'refuse rescue' Reuters,UK
prompt2_repetition2_medium,Keir Starmer,disregards,Refugee Council reaction Border Security Asylum and Immigration Bill 2025 Labour government,UK
prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer ECHR commitment Labour will remain party to ECHR 2024 statement,UK
prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer DPP human rights criticisms Gary McKinnon extradition CPS role,UK
prompt2_repetition3_medium,Keir Starmer,disregards,Keir Starmer human rights record prime minister 2024 2025 analysis,UK
prompt2_repetition3_medium,Keir Starmer,disregards,Amnesty International UK reaction Labour government 2024 human rights agenda Keir Starmer,UK
prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2025 position on Public Order Act 2023 protest powers 'serious disruption' statutory instrument; did Labour amend or repeal?,UK
prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2025 repeal Minimum Service Levels Act 2023 status Employment Rights Bill New Deal for Working People 2025 human rights,UK
prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2024 2025 Illegal Migration Act 2023 status repeal or changes Starmer Yvette Cooper,UK
prompt2_repetition3_medium,Keir Starmer,disregards,UK Labour government return hubs Western Balkans rejected asylum seekers 2025 Home Office announcement,UK
prompt2_repetition3_medium,Keir Starmer,disregards,UK aid budget 2025 Labour government cuts Official Development Assistance 2025 0.5% 0.7% Starmer statement,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Keir Starmer Rwanda plan scrapped Labour government 2024 BBC,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Labour Party manifesto 2024 ECHR Human Rights Act commitment site:labour.org.uk,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Labour manifesto 2024 European Convention on Human Rights commitment site:labour.org.uk ECHR,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Starmer ECHR stay in European Convention on Human Rights Labour will not leave ECHR BBC News 2024 2025,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Crown Prosecution Service Assange emails don't get cold feet Sweden Keir Starmer DPP explained Guardian 2018,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Guardian 2018 Sweden tried to drop Assange extradition 2013 CPS emails show 'Don't you dare get cold feet' Owen Bowcott,UK
prompt2_repetition4_medium,Keir Starmer,disregards,UK prosecutors admit destroying key emails in Julian Assange case The Guardian 10 November 2017 Owen Bowcott Ewen MacAskill,UK
prompt2_repetition4_medium,Keir Starmer,disregards,The Guardian Owen Bowcott Ewen MacAskill UK prosecutors admit destroying key emails in Julian Assange case site:theguardian.com,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Labour government 2024 Public Order Act 2023 protest powers will repeal? 2025 update BBC Reuters,UK
prompt2_repetition4_medium,Keir Starmer,disregards,UK Supreme Court Rwanda policy unlawful risk of refoulement judgment 15 November 2023 press summary,UK
prompt2_repetition4_medium,Keir Starmer,disregards,UK government bans Palestine Action terrorist organization 2025 Home Office order proscription 2025 Yvette Cooper,UK
prompt2_repetition4_medium,Keir Starmer,disregards,CPS destroyed emails Assange 2017 BBC,UK
prompt2_repetition4_medium,Keir Starmer,disregards,Stefania Maurizi FOI tribunal CPS emails deleted 2017 UK prosecutors admit destroying key emails guardians 2017 site:ukhumanrightsblog.com,UK
prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer human rights lawyer background European Court of Human Rights cases biography,UK
prompt3_repetition0_medium,Keir Starmer,values,Crown Prosecution Service Victims' Right to Review 2013 DPP Keir Starmer cps.gov.uk,UK
prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 to 2013 CPS biography,UK
prompt3_repetition0_medium,Keir Starmer,values,"Labour Party manifesto 2024 ECHR commitment 'no ifs, no buts' remain in European Convention on Human Rights site:labour.org.uk",UK
prompt3_repetition0_medium,Keir Starmer,values,BBC Keir Starmer never leave ECHR vow 2024 2025 European Political Community Blenheim Palace,UK
prompt3_repetition0_medium,Keir Starmer,values,FCDO death penalty advisory panel Keir Starmer 2002 2008 membership,UK
prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1980s Liberty UK human rights,UK
prompt3_repetition0_medium,Keir Starmer,values,CPS assisted suicide policy 2010 Keir Starmer guidelines compassion public interest test,UK
prompt3_repetition0_medium,Keir Starmer,values,CPS guidelines social media prosecution 2012 Keir Starmer free speech tweets guidance CPS 2012,UK
prompt3_repetition0_medium,Keir Starmer,values,Hillsborough Law Keir Starmer Labour government 2024 commitment 'Public Authorities (Accountability) Bill' 2025,UK
prompt3_repetition0_medium,Keir Starmer,values,gov.uk Public Authorities Accountability Bill Hillsborough Law introduced October 2025 press release,UK
prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer human rights lawyer Doughty Street Chambers European Court of Human Rights cases,UK
prompt3_repetition1_medium,Keir Starmer,values,Labour Party manifesto 2024 European Convention on Human Rights commitment site:labour.org.uk,UK
prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer biography UK government Prime Minister human rights lawyer DPP,UK
prompt3_repetition1_medium,Keir Starmer,values,"Hansard Keir Starmer 'not now, not ever' European convention on human rights statement July 2024",UK
prompt3_repetition1_medium,Keir Starmer,values,Doughty Street Chambers Keir Starmer profile archive human rights European Court of Human Rights McLibel,UK
prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer editor European Human Rights Law Reports,UK
prompt3_repetition1_medium,Keir Starmer,values,European Human Rights Law: The Human Rights Act 1998 and the European Convention on Human Rights Keir Starmer 1999 publisher,UK
prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer DPP assisted suicide guidelines 2010 CPS,UK
prompt3_repetition1_medium,Keir Starmer,values,Victims' Right to Review Keir Starmer 2013 CPS policy introduced,UK
prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer human rights lawyer McLibel ECHR Steel and Morris v United Kingdom Keir Starmer,UK
prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v. the United Kingdom 2005 ECHR application no. 68416/01 Keir Starmer representative,UK
prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 to 2013 CPS biography site:cps.gov.uk,UK
prompt3_repetition2_medium,Keir Starmer,values,Reuters Keir Starmer says UK will not leave European Convention on Human Rights 2024 2025,UK
prompt3_repetition2_medium,Keir Starmer,values,Liberty former legal officer Keir Starmer 1980s site:libertyhumanrights.org.uk,UK
prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v. the United Kingdom 68416/01 representation Keir Starmer,UK
prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v the United Kingdom 68416/01 judgment 2005 representatives Keir Starmer HUDOC,UK
prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 2013 site:gov.uk,UK
prompt3_repetition2_medium,Keir Starmer,values,Labour Party manifesto 2024 human rights act ECHR commitment site:labour.org.uk,UK
prompt3_repetition2_medium,Keir Starmer,values,King's Speech 2024 Hillsborough law duty of candour Labour government commitment site:gov.uk,UK
prompt3_repetition2_medium,Keir Starmer,values,R (Purdy) v DPP [2009] UKHL 45 Keir Starmer guidance on assisted suicide publication requirement,UK
prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer human rights lawyer career rights solicitor Doughty Street Chambers Liberty cases,UK
prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer human rights lawyer Doughty Street Chambers profile death penalty Caribbean cases Reyes v R mandatory death penalty Privy Council,UK
prompt3_repetition3_medium,Keir Starmer,values,BBC profile Keir Starmer human rights lawyer death penalty Caribbean cases Doughty Street Chambers,UK
prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer book human rights European Convention book 1999 2000 author Keir Starmer Human Rights Manual,UK
prompt3_repetition3_medium,Keir Starmer,values,Reuters Keir Starmer will never leave European Convention on Human Rights July 2024 Blenheim summit,UK
prompt3_repetition3_medium,Keir Starmer,values,Reuters Starmer never leave European Convention on Human Rights October 2024 Blenheim summit speech,UK
prompt3_repetition3_medium,Keir Starmer,values,Prime Minister Keir Starmer speech EPC Blenheim Palace transcript 'we will never withdraw from the European Convention on Human Rights' gov.uk transcript,UK
prompt3_repetition3_medium,Keir Starmer,values,BBC Who is Keir Starmer profile Liberty legal officer human rights lawyer 2020 profile,UK
prompt3_repetition3_medium,Keir Starmer,values,Labour Party 2024 manifesto European Convention on Human Rights commitment Human Rights Act Labour 'Change' manifesto pdf ECHR,UK
prompt3_repetition3_medium,Keir Starmer,values,Home Office asylum inadmissibility guidance April 8 2025 ends Rwanda policy 'inadmissibility' site:gov.uk,UK
prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1988 1990 site:libertyhumanrights.org.uk Starmer,UK
prompt3_repetition4_medium,Keir Starmer,values,Keir Starmer human rights lawyer cases Caribbean death penalty Privy Council,UK
prompt3_repetition4_medium,Keir Starmer,values,Labour Party manifesto 2024 ECHR Human Rights Act commitment,UK
prompt3_repetition4_medium,Keir Starmer,values,Crown Prosecution Service Keir Starmer Director of Public Prosecutions biography human rights guidance Human Rights Act 1998 CPS legal guidance,UK
prompt3_repetition4_medium,Keir Starmer,values,CPS legal guidance human rights act 1998 guidance Keir Starmer foreword 2009 2010 CPS,UK
prompt3_repetition4_medium,Keir Starmer,values,Prime Minister Interpol General Assembly Glasgow speech 4 November 2024 'We will never withdraw from the European Convention on Human Rights' gov.uk,UK
prompt3_repetition4_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1980s confirmation site,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,EHRC report antisemitism Labour Party 2020 PDF,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,Equality and Human Rights Commission investigation into antisemitism in the Labour Party 2020 report PDF site:equalityhumanrights.com,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,BBC EHRC Labour antisemitism report what did it say quotes 29 October 2020 Corbyn reaction overstated for political reasons Facebook post,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,Ofcom Revokes Press TV licence 2012 statement site:ofcom.org.uk,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,BBC Jeremy Corbyn paid by Press TV 2009 2012 Ofcom fine appeared on Iranian state TV payments declared register of interests,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,PinkNews Jeremy Corbyn defends payment Iranian TV Press TV 2016 PinkNews Q&A said money went on constituency office,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,Jeremy Corbyn statement 'dramatically overstated for political reasons' EHRC 29 October 2020 Facebook post full text,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,site:amnesty.org Jeremy Corbyn human rights,UK
prompt4_repetition0_medium,Jeremy Corbyn,disregards,Ofcom sanctions GB News breach impartiality 2023 decision Ofcom,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,EHRC report Labour antisemitism 2020 full report PDF,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,BBC Reality Check what did Jeremy Corbyn say about Hamas and Hezbollah friends,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,BBC News Jeremy Corbyn Press TV paid how much 2018 BBC Reality Check Press TV payment,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,Jeremy Corbyn arrested outside South African embassy 1984 anti-apartheid protest BBC,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,"Channel 4 FactCheck Corbyn Press TV payment 20,000 factcheck",UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Venezuela Maduro criticism 2019 Guardian 'condemn' human rights,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,Ofcom 2012 Press TV licence revoked site:ofcom.org.uk,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,Reuters 2018 Jeremy Corbyn wreath Tunisia cemetery Reuters August 2018 report,UK
prompt4_repetition1_medium,Jeremy Corbyn,disregards,Register of Members' Financial Interests Jeremy Corbyn Press TV 2009 2012 site:theyworkforyou.com,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,EHRC report Labour antisemitism 2020 publication date,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Press TV paid appearances Ofcom sanctions 2012 coverage BBC,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,"Jeremy Corbyn Press TV paid appearance amount 20,000 Guardian 2018",UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,BBC EHRC Labour antisemitism report unlawful acts 2020 Corbyn reaction,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,UK Parliament Register of Members' Financial Interests Jeremy Corbyn Press TV entry 2009 2012,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,Ofcom statement Press TV revocation 2012 site:ofcom.org.uk,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Amnesty International parliamentary group membership,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,Reuters Institute Digital News Report UK brand trust scores Daily Mail trust score 2024,UK
prompt4_repetition2_medium,Jeremy Corbyn,disregards,Skwawkbox defamation case apology IPSO ruling,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,EHRC report Labour Party antisemitism 2020 pdf site:equalityhumanrights.com,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Jeremy Corbyn 'friends' Hamas Hezbollah 2009 comments apology 2016,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Reality Check Corbyn wreath Tunisia 2014 fact check,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Reality Check Jeremy Corbyn wreath 2018 BBC News Reality Check Tunisia cemetery,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,Corbyn Tunisia wreath 2014 2018 fact check,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,Human Rights Watch Hamas abuses record,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,Reuters Corbyn Venezuela Maduro 2019 comment Labour statement Maduro,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,Home Affairs Committee Antisemitism in the UK 2016 report Labour,UK
prompt4_repetition3_medium,Jeremy Corbyn,disregards,Jeremy Corbyn anti-apartheid campaigner arrest outside South African embassy 1984,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,Equality and Human Rights Commission report Labour antisemitism 2020 Jeremy Corbyn findings,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,BBC Corbyn Hamas Hezbollah friends 2009 video 'our friends' remark Channel 4,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,BBC Jeremy Corbyn wreath Tunisia 2014 controversy Munich massacre graves BBC 2018,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,Channel 4 News Jeremy Corbyn Hamas Hezbollah friends interview 2015 video transcript,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,How much was Jeremy Corbyn paid by Press TV appearances amount source 2011 2012,UK
prompt4_repetition4_medium,Jeremy Corbyn,disregards,Register of Members' Financial Interests Jeremy Corbyn Press TV imaFilm 2009 2010 2011 2012 entries,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Jeremy Corbyn arrested 1984 anti-apartheid South Africa embassy protest source BBC,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,BBC Jeremy Corbyn arrested 1984 South African embassy protest anti-apartheid arrest,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn votes same-sex marriage,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn voting record human rights Jeremy Corbyn TheyWorkForYou profile,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Marriage (Same Sex Couples) Bill Division 151 5 February 2013 list by member Jeremy Corbyn votes.parliament.uk,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,TheyWorkForYou Jeremy Corbyn track record votes gay rights,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,BBC 1984 Jeremy Corbyn arrest anti-apartheid South Africa House photo 1984 BBC News,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,The Guardian Jeremy Corbyn arrested South Africa House 1984 photo anti-apartheid,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Jeremy Corbyn All-Party Parliamentary Human Rights Group vice-chair,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Jeremy Corbyn Human Rights Act defend ECHR statement 2016 2018 BBC interview,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Diego Garcia Military Base and British Indian Ocean Territory Bill 2025 details right of return Chagossians Hansard 2025,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,2015 Jeremy Corbyn Syrian refugees accept more UK The Guardian interview September 2015 refugees,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Gandhi International Peace Award 2013 Jeremy Corbyn Gandhi Foundation,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Gandhi Foundation International Peace Award 2013 Jeremy Corbyn Gandhi Foundation award 2013,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,EHRC Labour antisemitism investigation report 2020 unlawful acts Jeremy Corbyn response site:equalityhumanrights.com,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Division 151 House of Commons 5 February 2013 list by member Marriage (Same Sex Couples) Jeremy Corbyn votes.parliament.uk list by member,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,Public Whip Jeremy Corbyn Marriage (Same Sex Couples) Bill 5 Feb 2013 how voted,UK
prompt5_repetition0_medium,Jeremy Corbyn,values,UK delegation Parliamentary Assembly of the Council of Europe Jeremy Corbyn member 2024 2025,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Jeremy Corbyn anti-apartheid arrest 1984 South Africa House source,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Labour manifesto 2017 human rights act european convention on human rights protect Jeremy Corbyn foreword PDF,UK
prompt5_repetition1_medium,Jeremy Corbyn,values,Jeremy Corbyn human rights day speech 2018 Labour leader human rights are universal speech,UK
