prompt_id,politician,prompt_version,query,region
prompt0_repetition1_medium,Donald Trump,disregards,DHS OIG report Portland 2021 untrained personnel less-lethal munitions protests Oregon,US
prompt0_repetition1_medium,Donald Trump,disregards,Interior Department Inspector General report Lafayette Square June 2021 tear gas clearing protesters photo op finding,US
prompt0_repetition1_medium,Donald Trump,disregards,Human Rights Watch Trump pardons war crimes Lorance Golsteyn Gallagher undermine laws of war 2019,US
prompt0_repetition1_medium,Donald Trump,disregards,DHS OIG management alert dangerous overcrowding and prolonged detention at CBP facilities 2019 PDF,US
prompt0_repetition1_medium,Donald Trump,disregards,OIG-19-46 May 2019 DHS OIG Management Alert Dangerous Overcrowding Among Single Adults at El Paso Del Norte Processing Center PDF site:oig.dhs.gov,US
prompt0_repetition2_medium,Donald Trump,disregards,DHS OIG report family separation 2019 report number children separated 2018 zero tolerance,US
prompt0_repetition2_medium,Donald Trump,disregards,DHS Office of Inspector General report family separation 2019 OIG 'CBP' 'family units' 'reunification' official PDF,US
prompt0_repetition2_medium,Donald Trump,disregards,DHS OIG report 'DHS Lacked Technology Needed to Successfully Account for Separated Migrant Families' PDF OIG-20-06,US
prompt0_repetition2_medium,Donald Trump,disregards,Trump v. Hawaii 2018 Supreme Court opinion PDF 138 S. Ct. 2392,US
prompt0_repetition2_medium,Donald Trump,disregards,OHCHR statement US must immediately halt family separation 'cruel inhuman' 2018 UN human rights office,US
prompt0_repetition2_medium,Donald Trump,disregards,OHCHR 'United States must immediately halt family separation' 2018 statement 'cruel inhuman' 'immigration detention' 'children',US
prompt0_repetition2_medium,Donald Trump,disregards,Migrant Protection Protocols Remain in Mexico human rights abuses Human Rights Watch report 2020 MPP violence victims numbers,US
prompt0_repetition2_medium,Donald Trump,disregards,"Interior Department Inspector General report Lafayette Square June 1, 2020 finding deployment and use of force report PDF",US
prompt0_repetition2_medium,Donald Trump,disregards,Donald Trump 'bring back waterboarding and much worse' rally quote January 2016 source transcript CNN,US
prompt0_repetition2_medium,Donald Trump,disregards,Executive Order 13928 Imposing Sanctions on International Criminal Court 2020 White House PDF federal register,US
prompt0_repetition2_medium,Donald Trump,disregards,Trump pardons Eddie Gallagher Clint Lorance Mathew Golsteyn 2019 New York Times Pentagon reaction Navy Secretary fired Esper Navy SEALs pardons,US
prompt0_repetition2_medium,Donald Trump,disregards,Ms. L. v. ICE preliminary injunction June 26 2018 order PDF Southern District of California Dana Sabraw reunify families 30 days,US
prompt0_repetition2_medium,Donald Trump,disregards,United States ratified ICCPR date 1992 treaty obligations Article 7 torture,US
prompt0_repetition2_medium,Donald Trump,disregards,United States ICCPR ratification 1992 Senate advice and consent date US Department of State human rights treaties ICCPR,US
prompt0_repetition2_medium,Donald Trump,disregards,United States ratified Convention Against Torture 1994 Senate advice and consent US Senate Treaty Document 100-20 CAT ratification,US
prompt0_repetition3_medium,Donald Trump,disregards,HHS OIG report separated children ORR 2019 report thousands more,US
prompt0_repetition3_medium,Donald Trump,disregards,OHCHR statement family separation United States arbitrary unlawful 2018 Trump,US
prompt0_repetition3_medium,Donald Trump,disregards,Human Rights Watch report US 'Remain in Mexico' harms asylum seekers 2020 HRW,US
prompt0_repetition3_medium,Donald Trump,disregards,CNN v. Trump Acosta press pass temporary restraining order 2018 due process,US
prompt0_repetition3_medium,Donald Trump,disregards,Trump waterboarding 'a hell of a lot worse' quote 2016 I would bring back waterboarding because they deserve it source,US
prompt0_repetition3_medium,Donald Trump,disregards,Trump pardons Eddie Gallagher Clint Lorance Mathew Golsteyn 2019 New York Times report,US
prompt0_repetition3_medium,Donald Trump,disregards,"White House statement clemency Clint Lorance Mathew Golsteyn November 15, 2019 statement of the Press Secretary",US
prompt0_repetition3_medium,Donald Trump,disregards,DOI Office of Inspector General report Lafayette Square June 1 2020 findings about clearing protestors for fencing not photo op,US
prompt0_repetition3_medium,Donald Trump,disregards,U.S. Department of the Interior Office of Inspector General report Review of U.S. Park Police Actions at Lafayette Park June 2021 pdf,US
prompt0_repetition3_medium,Donald Trump,disregards,"DOJ seized reporters phone records Washington Post New York Times 2021 disclosure occurred, actions in 2017 2018 under Trump administration",US
prompt0_repetition3_medium,Donald Trump,disregards,"Refugee admissions cap FY 2021 15,000 Presidential Determination 2021 State Department fact sheet",US
prompt0_repetition3_medium,Donald Trump,disregards,"CDC order March 20, 2020 Title 42 order suspending introduction of migrants covid-19 order pdf",US
prompt0_repetition3_medium,Donald Trump,disregards,OHCHR condemns US travel ban discrimination 2017 UN experts statement muslim ban human rights,US
prompt0_repetition3_medium,Donald Trump,disregards,OHCHR family separation United States June 2018 statement 'serious violation' Ravina Shamdasani children rights,US
prompt0_repetition4_medium,Donald Trump,disregards,Ms. L. v. ICE 2018 court order nationwide injunction family separation due process Dana Sabraw PDF,US
prompt0_repetition4_medium,Donald Trump,disregards,"Ms. L. v. ICE order June 26, 2018 preliminary injunction due process PDF court opinion",US
prompt0_repetition4_medium,Donald Trump,disregards,"Ms. L. v. ICE June 26, 2018 order Sabraw due process injunction PDF site:law.justia.com",US
prompt0_repetition4_medium,Donald Trump,disregards,OHCHR Press Briefing Notes 2018 United States migrant children separation violation of rights Ravina Shamdasani site:ohchr.org,US
prompt0_repetition4_medium,Donald Trump,disregards,U.N. calls U.S. child separation at border 'violation' Reuters June 2018 OHCHR Shamdasani,US
prompt0_repetition4_medium,Donald Trump,disregards,DOJ OIG Review of the Department of Justice's Planning and Implementation of Its Zero Tolerance Policy December 2020 PDF,US
prompt0_repetition4_medium,Donald Trump,disregards,UNHCR position on Migrant Protection Protocols Remain in Mexico human rights concerns 2019 UNHCR statement,US
prompt0_repetition4_medium,Donald Trump,disregards,UN human rights experts travel ban discriminatory violates human rights 2017 'Muslim ban' site:ohchr.org,US
prompt0_repetition4_medium,Donald Trump,disregards,Trump waterboarding 'I would bring back a hell of a lot worse than waterboarding' 2016 quote source,US
prompt0_repetition4_medium,Donald Trump,disregards,Trump pardons war crimes Eddie Gallagher Clint Lorance Matthew Golsteyn 2019 Pentagon reaction law of war concerns cite NYT or DoD statement,US
prompt0_repetition4_medium,Donald Trump,disregards,United States withdraws from UN Human Rights Council 2018 statement Mike Pompeo Nikki Haley site:state.gov 2018 Human Rights Council withdrawal,US
prompt0_repetition4_medium,Donald Trump,disregards,"site:state.gov Remarks on the UN Human Rights Council June 19, 2018 Pompeo Haley transcript",US
prompt0_repetition4_medium,Donald Trump,disregards,United States resumes federal executions 2020 Trump administration 13 executions UN human rights experts concern,US
prompt0_repetition4_medium,Donald Trump,disregards,Trump issues new travel ban 2025 Reuters,US
prompt1_repetition0_medium,Donald Trump,values,First Step Act signing date Trump congress.gov,US
prompt1_repetition0_medium,Donald Trump,values,Executive Order 13818 addressing serious human rights abuse or corruption Federal Register December 2017,US
prompt1_repetition0_medium,Donald Trump,values,Public Law 115-391 First Step Act text congress.gov,US
prompt1_repetition0_medium,Donald Trump,values,Executive Order Advancing International Religious Freedom June 2 2020 Trump White House archives 13926,US
prompt1_repetition0_medium,Donald Trump,values,"Executive Order on Combating Anti-Semitism December 11, 2019 White House archives 13899",US
prompt1_repetition0_medium,Donald Trump,values,"Executive Order 13818 Federal Register December 20, 2017 Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption full text",US
prompt1_repetition0_medium,Donald Trump,values,Executive Order 13898 Establishing the Task Force on Missing and Murdered American Indians and Alaska Natives Operation Lady Justice White House archives,US
prompt1_repetition0_medium,Donald Trump,values,Donald Trump grants clemency to Alice Marie Johnson June 2018 White House press release,US
prompt1_repetition0_medium,Donald Trump,values,White House Summit on Human Trafficking February 2020 Trump White House event,US
prompt1_repetition0_medium,Donald Trump,values,"Women, Peace, and Security Act 2017 Public Law 115-68 Trump signed October 6, 2017",US
prompt1_repetition1_medium,Donald Trump,values,First Step Act signed December 2018 Congress.gov summary,US
prompt1_repetition1_medium,Donald Trump,values,"Executive Order on Combating Human Trafficking and Online Child Exploitation in the United States January 31, 2020",US
prompt1_repetition1_medium,Donald Trump,values,First Step Act Public Law 115-391 Congress.gov,US
prompt1_repetition1_medium,Donald Trump,values,"Executive Order on Safe Policing for Safe Communities June 16, 2020 text",US
prompt1_repetition1_medium,Donald Trump,values,S.1838 Hong Kong Human Rights and Democracy Act of 2019 Congress.gov,US
prompt1_repetition1_medium,Donald Trump,values,Statement by the President on Signing the Uyghur Human Rights Policy Act of 2020 White House June 17 2020,US
prompt1_repetition1_medium,Donald Trump,values,Treasury Global Magnitsky sanctions human rights abuses December 21 2017 press release Treasury EO 13818,US
prompt1_repetition1_medium,Donald Trump,values,"President Trump speech UN Global Call to Protect Religious Freedom September 23, 2019 transcript",US
prompt1_repetition1_medium,Donald Trump,values,Executive Order 13903 Combating Human Trafficking and Online Child Exploitation in the United States text White House,US
prompt1_repetition2_medium,Donald Trump,values,"Executive Order 13818 Global Magnitsky December 20, 2017 Federal Register",US
prompt1_repetition2_medium,Donald Trump,values,Executive Order 13818 Blocking the Property of Persons Involved in Serious Human Rights Abuse or Corruption Federal Register,US
prompt1_repetition2_medium,Donald Trump,values,S.756 First Step Act Public Law 115-391 Congress.gov,US
prompt1_repetition2_medium,Donald Trump,values,"Hong Kong Autonomy Act July 14, 2020 signing statement White House archives",US
prompt1_repetition2_medium,Donald Trump,values,"Women, Peace, and Security Act of 2017 public law signed October 2017 congress.gov",US
prompt1_repetition2_medium,Donald Trump,values,Treasury sanctions 17 individuals Khashoggi November 2018 Global Magnitsky Treasury press release,US
prompt1_repetition2_medium,Donald Trump,values,"Executive Order on Combating Anti-Semitism December 11, 2019 White House archives",US
prompt1_repetition2_medium,Donald Trump,values,"Hong Kong Autonomy Act Public Law July 14, 2020 Congress.gov",US
prompt1_repetition2_medium,Donald Trump,values,"United States Strategy on Women, Peace, and Security June 2019 White House",US
prompt1_repetition3_medium,Donald Trump,values,First Step Act signed into law December 2018 Trump Congress.gov,US
prompt1_repetition3_medium,Donald Trump,values,Public Law 115-391 First Step Act Congress.gov,US
prompt1_repetition3_medium,Donald Trump,values,FOSTA-SESTA signed by President Trump April 2018 White House statement,US
prompt1_repetition3_medium,Donald Trump,values,Allow States and Victims to Fight Online Sex Trafficking Act signed April 2018 statement White House archives,US
prompt1_repetition3_medium,Donald Trump,values,Caesar Syria Civilian Protection Act NDAA FY2020 text Public Law 116-92 Title LXXIV Caesar Act,US
prompt1_repetition3_medium,Donald Trump,values,Women's Global Development and Prosperity Initiative W-GDP fact sheet White House 2019,US
prompt1_repetition3_medium,Donald Trump,values,President Trump United Nations event on religious freedom September 2019 speech transcript,US
prompt1_repetition3_medium,Donald Trump,values,Elie Wiesel Genocide and Atrocities Prevention Act of 2018 signed by President Trump Congress.gov Public Law 115-441,US
prompt1_repetition3_medium,Donald Trump,values,Reuters Trump signs Uyghur Human Rights Policy Act June 17 2020,US
prompt1_repetition4_medium,Donald Trump,values,First Step Act signed 2018 Congress.gov summary Public Law 115-391,US
prompt1_repetition4_medium,Donald Trump,values,Uyghur Human Rights Policy Act of 2020 Public Law 116-145 Congress.gov,US
prompt1_repetition4_medium,Donald Trump,values,S.3744 - 116th Congress Uyghur Human Rights Policy Act of 2020 Congress.gov Public Law 116-145,US
prompt1_repetition4_medium,Donald Trump,values,Executive Order 13899 Combating Anti-Semitism 2019 Federal Register Title VI Trump,US
prompt1_repetition4_medium,Donald Trump,values,State Department Ministerial to Advance Religious Freedom 2018 largest human rights event hosted by State Department,US
prompt1_repetition4_medium,Donald Trump,values,USMCA labor rights rapid response mechanism labor protections summary USTR,US
prompt1_repetition4_medium,Donald Trump,values,Frederick Douglass Trafficking Victims Prevention and Protection Reauthorization Act 2018 Public Law 115-425 signed January 8 2019,US
prompt1_repetition4_medium,Donald Trump,values,Allow States and Victims to Fight Online Sex Trafficking Act FOSTA-SESTA 2018 Public Law 115-164 signed April 11 2018,US
prompt1_repetition4_medium,Donald Trump,values,FUTURE Act 2019 Public Law 116-91 permanent funding HBCUs signed December 19 2019 Congress.gov,US
prompt1_repetition4_medium,Donald Trump,values,"Stop Female Genital Mutilation Act of 2020 Public Law 116-309 signed January 5, 2021 Congress.gov",US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance abortion rape incest exceptions comments 2021 interview,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance rape incest exceptions abortion 2021 interview Spectrum News Ohio,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance letter to DOJ Comstock Act 2023 enforce abortion pills senators letter,US
prompt2_repetition0_medium,JD Vance,disregards,UN experts gender-affirming care bans human rights United States 2023 statement,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance Respect for Marriage Act oppose statement 2022 Ohio,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance I don't give a shit what you call it killing cartel members X post,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance birthright citizenship constitutional amendment comment 2024 2025,US
prompt2_repetition0_medium,JD Vance,disregards,UDHR Article 15 right to nationality text United Nations,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance 'groomers' LGBTQ comment source 2022 2023 Ohio rally,US
prompt2_repetition0_medium,JD Vance,disregards,UN human rights reproductive rights are human rights statement 2023 UNFPA OHCHR,US
prompt2_repetition0_medium,JD Vance,disregards,UN arbitrary deprivation of life extrajudicial execution human rights law prohibition due process Minnesota Protocol overview OHCHR,US
prompt2_repetition0_medium,JD Vance,disregards,American Medical Association policy gender-affirming care medically necessary statement site:ama-assn.org,US
prompt2_repetition0_medium,JD Vance,disregards,JD Vance I'll stop calling people groomers when they stop freaking out about bills tweet April 2022 Mediaite,US
prompt2_repetition0_medium,JD Vance,disregards,Mediaite Vance groomers April 2022 'I'll stop calling people groomers' Vance Tucker Carlson interview,US
prompt2_repetition1_medium,JD Vance,disregards,JD Vance human rights criticism abortion rape incest exceptions remarks staying in violent marriage no fault divorce 2021 interview,US
prompt2_repetition1_medium,JD Vance,disregards,JD Vance bill gender-affirming surgery minors federal felony bill text introduced Senate 2023,US
prompt2_repetition1_medium,JD Vance,disregards,J.D. Vance two wrongs don't make a right rape incest exceptions interview September 2021 Vance,US
prompt2_repetition1_medium,JD Vance,disregards,Senator JD Vance introduced bill federal felony gender-affirming surgery minors 'Protect Children's Innocence Act' sponsor? not Vance maybe Marjorie Taylor Greene in House; check Vance cosponsor Senate,US
prompt2_repetition1_medium,JD Vance,disregards,JD Vance violent marriage comments no-fault divorce 2021 Pacifica Christian High School speech video 'very violent but they never got divorced' quote,US
prompt2_repetition1_medium,JD Vance,disregards,At 2021 O.C. event JD Vance said divorces after unhappy 'even violent' marriages didn’t work out for the kids Los Angeles Times,US
prompt2_repetition1_medium,JD Vance,disregards,September 2021 JD Vance 'two wrongs don't make a right' rape incest exceptions interview Spectrum News 'Fox 8' 'Cincinnati Enquirer' 'Catholic Vote',US
prompt2_repetition1_medium,JD Vance,disregards,JD Vance Insurrection Act day one Trump use the military domestically deportations interview use of US military at border migrants 2024 2025,US
prompt2_repetition1_medium,JD Vance,disregards,Passport Sanity Act Vance press release site:senate.gov,US
prompt2_repetition1_medium,JD Vance,disregards,site:vance.senate.gov press release Passport Sanity Act,US
prompt2_repetition1_medium,JD Vance,disregards,site:congress.gov Vance gender minors surgery felony bill 2023 'Protect Children's Innocence Act' Senate companion sponsor J.D. Vance,US
prompt2_repetition1_medium,JD Vance,disregards,"site:congress.gov ""Protect Children's Innocence Act"" Senate companion 2023 118th Vance",US
prompt2_repetition1_medium,JD Vance,disregards,All Info S.2357 118th Congress Protect Children's Innocence Act sponsor 'Senate',US
prompt2_repetition1_medium,JD Vance,disregards,Columbus Dispatch JD Vance opposes Respect for Marriage Act August 2022 'Ohio Senate race',US
prompt2_repetition1_medium,JD Vance,disregards,OHCHR safe abortion is a human right statement 2022,US
prompt2_repetition1_medium,JD Vance,disregards,OHCHR 'abortion is a human right' statement 2022 2023 UN Human Rights Office,US
prompt2_repetition1_medium,JD Vance,disregards,JD Vance Soros planes flying Black women for abortions podcast 2022 comment 'Soros paying to fly Black women to get abortions' Vance podcast interview,US
prompt2_repetition1_medium,JD Vance,disregards,Universal Declaration of Human Rights Article 3 right to life liberty and security of person UN,US
prompt2_repetition1_medium,JD Vance,disregards,OHCHR legal gender recognition human rights identity documents recognition before the law 2018 2020 UN Free & Equal,US
prompt2_repetition2_medium,JD Vance,disregards,JD Vance voting record abortion Senate 2023 2024 Congress.gov,US
prompt2_repetition2_medium,JD Vance,disregards,Congress.gov Life at Conception Act cosponsors Senate 118th JD Vance,US
prompt2_repetition2_medium,JD Vance,disregards,JD Vance Obergefell wrongly decided statement 2022,US
prompt2_repetition2_medium,JD Vance,disregards,JD Vance abortion no exceptions rape incest 2022 interview,US
prompt2_repetition2_medium,JD Vance,disregards,mass deportation human rights due process ACLU analysis 2024 2025,US
prompt2_repetition2_medium,JD Vance,disregards,Human Rights Watch gender-affirming care bans violate human rights United States 2023 2024,US
prompt2_repetition2_medium,JD Vance,disregards,Vice President JD Vance official White House biography 2025,US
prompt2_repetition2_medium,JD Vance,disregards,United Nations human rights abortion access is human rights UN experts statement United States 2022 2023,US
prompt2_repetition3_medium,JD Vance,disregards,JD Vance abortion rape incest exceptions comments 2021 interview 'two wrongs don't make a right',US
prompt2_repetition3_medium,JD Vance,disregards,J.D. Vance rape incest exceptions abortion 'two wrongs make a right' 2021 interview Spectrum News Ohio,US
prompt2_repetition3_medium,JD Vance,disregards,Senate roll call vote Right to Contraception Act 2024 cloture roll call,US
prompt2_repetition3_medium,JD Vance,disregards,J.D. Vance mass deportations comments 2024 Insurrection Act immigration,US
prompt2_repetition3_medium,JD Vance,disregards,Reuters JD Vance Haitian immigrants Springfield comments 2024,US
prompt2_repetition3_medium,JD Vance,disregards,Senate bill to ban Gaza Palestinian refugees 2023 2024 Cotton bill Vance cosponsor,US
prompt2_repetition3_medium,JD Vance,disregards,JD Vance Respect for Marriage Act position 2022 opposed same-sex marriage bill Ohio Senate campaign,US
prompt2_repetition3_medium,JD Vance,disregards,Senator JD Vance 'Protect Children's Innocence Act' bill number Senate 2023 press release,US
prompt2_repetition3_medium,JD Vance,disregards,vance.senate.gov press release Protect Children's Innocence Act 2023 Vance introduces legislation to ban gender-affirming care for minors,US
prompt2_repetition3_medium,JD Vance,disregards,"CBS Face the Nation May 19, 2024 JD Vance interview transcript immigration deportations",US
prompt2_repetition3_medium,JD Vance,disregards,vance senate press release gender-affirming care minors bill 'Protect Children's Innocence Act' site:vance.senate.gov,US
prompt2_repetition3_medium,JD Vance,disregards,Human Rights Watch transgender youth healthcare bans human rights analysis United States 2023 2024,US
prompt2_repetition3_medium,JD Vance,disregards,Universal Declaration of Human Rights Article 12 privacy Article 16 family Article 25 health Article 14 asylum UN,US
prompt2_repetition4_medium,JD Vance,disregards,JD Vance rape incest exceptions interview 2021 source,US
prompt2_repetition4_medium,JD Vance,disregards,Spectrum News 1 Curtis Jackson interview J.D. Vance September 2021 rape incest exceptions transcript,US
prompt2_repetition4_medium,JD Vance,disregards,J.D. Vance mass deportations support 2024 interview Meet the Press immigration,US
prompt2_repetition4_medium,JD Vance,disregards,J.D. Vance Lindsey Graham 15-week abortion 'totally reasonable' 2022 interview source,US
prompt2_repetition4_medium,JD Vance,disregards,UN human rights reproductive rights are human rights ICCPR general comment abortion,US
prompt2_repetition4_medium,JD Vance,disregards,WHO Abortion care guideline 2022 PDF site:who.int,US
prompt2_repetition4_medium,JD Vance,disregards,Axios catch and revoke student visas AI Hamas 2025 report,US
prompt2_repetition4_medium,JD Vance,disregards,Vice President J.D. Vance Vatican immigration meeting 2025 Reuters,US
prompt2_repetition4_medium,JD Vance,disregards,J.D. Vance I don't really care what happens to Ukraine one way or the other source 2022 Reuters Cincinnati Enquirer War Room podcast,US
prompt2_repetition4_medium,JD Vance,disregards,J.D. Vance gender-affirming care minors federal bill co-sponsor 2023 Senate,US
prompt2_repetition4_medium,JD Vance,disregards,OHCHR experts gender-affirming care bans human rights violations 2023 2024,US
prompt2_repetition4_medium,JD Vance,disregards,OHCHR gender-affirming care bans violate human rights statement site:ohchr.org 2023 2024 2025,US
prompt2_repetition4_medium,JD Vance,disregards,American Academy of Pediatrics gender-affirming care policy statement human rights,US
prompt3_repetition0_medium,JD Vance,values,JD Vance Senate website press releases human rights,US
prompt3_repetition0_medium,JD Vance,values,JD Vance condemned antisemitism resolution Senate 2023,US
prompt3_repetition0_medium,JD Vance,values,Senator JD Vance press release condemn antisemitism 2023 site:senate.gov,US
prompt3_repetition0_medium,JD Vance,values,Vance East Palestine Railway Safety Act human rights framing press release vance.senate.gov,US
prompt3_repetition0_medium,JD Vance,values,JD Vance introduced bill human trafficking 2023 site:congress.gov Vance,US
prompt3_repetition0_medium,JD Vance,values,JD Vance statement religious freedom commission USCIRF letter 2023 Vance,US
prompt3_repetition0_medium,JD Vance,values,JD Vance condemns antisemitism 2025 speech,US
prompt3_repetition0_medium,JD Vance,values,JD Vance March for Life 2025 speech video,US
prompt3_repetition0_medium,JD Vance,values,JD Vance Munich Security Conference 2025 speech transcript,US
prompt3_repetition1_medium,JD Vance,values,Senator JD Vance co-sponsor Kids Online Safety Act Vance,US
prompt3_repetition1_medium,JD Vance,values,S.4091 Countering Antisemitism Act cosponsors Vance,US
prompt3_repetition1_medium,JD Vance,values,JD Vance letter Department of Education antisemitism Title VI 2023 2024,US
prompt3_repetition1_medium,JD Vance,values,Senate roll call vote KOSA July 30 2024 S.1409 vote names Vance,US
prompt3_repetition1_medium,JD Vance,values,Senator JD Vance trafficking bill cosponsor 2023 2024,US
prompt3_repetition1_medium,JD Vance,values,Senator JD Vance press release human rights,US
prompt3_repetition1_medium,JD Vance,values,Vance Brown Railway Safety Act 2023 cosponsor press release Senate,US
prompt3_repetition1_medium,JD Vance,values,Senate resolution denouncing antisemitism at institutions of higher education October 2023 unanimous consent,US
prompt3_repetition1_medium,JD Vance,values,Vance statement antisemitism campus Senate press release JD Vance,US
prompt3_repetition2_medium,JD Vance,values,JD Vance human rights statements,US
prompt3_repetition2_medium,JD Vance,values,Senator JD Vance press release human rights,US
prompt3_repetition2_medium,JD Vance,values,Senator JD Vance cosponsor sanctions human rights 2023 2024 Iran Russia Myanmar Hong Kong,US
prompt3_repetition2_medium,JD Vance,values,JD Vance statement Uyghur genocide 2024 2025 site:senate.gov,US
prompt3_repetition2_medium,JD Vance,values,Trafficking Victims Protection Reauthorization Act 2023 Senate vote,US
prompt3_repetition2_medium,JD Vance,values,JD Vance statement human rights Iran protest 2022 2023,US
prompt3_repetition2_medium,JD Vance,values,Vance co-sponsor Uyghur 2023 Senate,US
prompt3_repetition2_medium,JD Vance,values,J.D. Vance cosponsor Magnitsky 2023 Senate,US
prompt3_repetition2_medium,JD Vance,values,Railway Safety Act of 2023 Vance Brown bipartisan press release site:vance.senate.gov,US
prompt3_repetition2_medium,JD Vance,values,JD Vance resolution antisemitism 2023 2024 senate,US
prompt3_repetition3_medium,JD Vance,values,JD Vance human rights statements,US
prompt3_repetition3_medium,JD Vance,values,Senator JD Vance bill human trafficking fentanyl 2023 2024,US
prompt3_repetition3_medium,JD Vance,values,JD Vance antisemitism campus statement 2023 2024 Senate,US
prompt3_repetition3_medium,JD Vance,values,site:congress.gov Vance trafficking 118th Congress,US
prompt3_repetition3_medium,JD Vance,values,JD Vance Senate press release human rights,US
prompt3_repetition3_medium,JD Vance,values,JD Vance Uyghur forced labor statement 2023,US
prompt3_repetition3_medium,JD Vance,values,JD Vance HALT Fentanyl Act statement 2025,US
prompt3_repetition3_medium,JD Vance,values,Vance Dismantle DEI Act press release equal protection 2024,US
prompt3_repetition4_medium,JD Vance,values,J.D. Vance Railway Safety Act 2023 co-sponsor Brown East Palestine,US
prompt3_repetition4_medium,JD Vance,values,Sen. J.D. Vance Railway Safety Act introduced press release Senate 2023 Vance Brown,US
prompt3_repetition4_medium,JD Vance,values,J.D. Vance cosponsor EARN IT Act 2023 senate,US
prompt3_repetition4_medium,JD Vance,values,J.D. Vance cosponsored resolution condemning antisemitism 2023 Senate,US
prompt3_repetition4_medium,JD Vance,values,Sen. J.D. Vance cosponsor human trafficking 2023 2024 Senate,US
prompt3_repetition4_medium,JD Vance,values,Vance letter Uyghur genocide human rights Senate 2023 Vance press release,US
prompt3_repetition4_medium,JD Vance,values,J.D. Vance Vice President 2025 sworn in January 20 2025 Vice President of the United States,US
prompt4_repetition0_medium,Marco Rubio,disregards,Marco Rubio vote torture amendment 2015 McCain Feinstein,US
prompt4_repetition0_medium,Marco Rubio,disregards,Roll call vote Senate 54-46 Yemen War Powers 2019 how did Marco Rubio vote,US
prompt4_repetition0_medium,Marco Rubio,disregards,Marco Rubio torture stance 2016 debate enhanced interrogation quote,US
