index,prompt_id,politician,prompt_version,query,event,website,domain,year,region
26,prompt0_repetition4_medium,Nigel Farage,disregards,Reform UK Our Contract 2024 ECHR leave,,,,1,UK
27,prompt0_repetition4_medium,Nigel Farage,disregards,Reform UK contract 2024 PDF ECHR site:reformparty.uk,,,reformparty.uk,1,UK
28,prompt0_repetition4_medium,Nigel Farage,disregards,Nigel Farage HIV immigration comments 2014 LBC BBC,,BBC; LBC,,1,UK
29,prompt0_repetition4_medium,Nigel Farage,disregards,UN human rights chief condemnation Nigel Farage Breaking Point poster 2016 Zeid Ra'ad Al Hussein,,,,1,UK
30,prompt0_repetition4_medium,Nigel Farage,disregards,OHCHR High Commissioner Zeid speech The Hague 2016 Nigel Farage,,OHCHR,,1,UK
31,prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage human rights ECHR views replace with British Bill of Rights statement,,,,0,UK
32,prompt1_repetition0_medium,Nigel Farage,values,UKIP manifesto 2015 civil liberties ID cards free speech repeal communications act 127 PDF,,,,1,UK
33,prompt1_repetition0_medium,Nigel Farage,values,UKIP 2015 manifesto PDF civil liberties free speech 'Section 127' 'Communications Act',,,,1,UK
34,prompt1_repetition0_medium,Nigel Farage,values,UKIP manifesto 2015 PDF site:ukip.org,,,ukip.org,1,UK
35,prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage Hong Kong support protesters human rights tweet 2019,,,,1,UK
36,prompt1_repetition0_medium,Nigel Farage,values,Nigel Farage Hong Kong protesters support Farage tweet 2019 condemned China human rights,,,,1,UK
37,prompt1_repetition0_medium,Nigel Farage,values,Ofcom breaches GB News 2024 sanctions impartiality fines,,Ofcom; GB News,,1,UK
38,prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage free speech human rights statement,,,,0,UK
39,prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong protests support statement 2019 human rights,,,,1,UK
40,prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong GB News support human rights 2021,,,,1,UK
41,prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage visited Julian Assange 2017 free speech,,,,1,UK
42,prompt1_repetition1_medium,Nigel Farage,values,Nigel Farage Hong Kong support protest statement 'I stand with Hong Kong',,,,0,UK
43,prompt1_repetition2_medium,Nigel Farage,values,Nigel Farage human rights ECHR leave ECHR statement,,,,0,UK
44,prompt1_repetition2_medium,Nigel Farage,values,UKIP 2015 manifesto Human Rights Act British Bill of Rights PDF UKIP,,,,1,UK
45,prompt1_repetition2_medium,Nigel Farage,values,Nigel Farage human rights abuses China Uyghur statement,,,,0,UK
46,prompt1_repetition2_medium,Nigel Farage,values,House Judiciary Subcommittee on the Constitution hearing Nigel Farage September 2025 transcript video free speech,,,,1,UK
47,prompt1_repetition2_medium,Nigel Farage,values,UKIP 2015 manifesto PDF Bill of Rights human rights act scrap ECHR,,,,1,UK
48,prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage human rights ECHR leave European Convention on Human Rights statement,,,,0,UK
49,prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto civil liberties ID cards surveillance 2010 2015 pdf,,,,1,UK
50,prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf civil liberties bill of rights ECHR,,,,1,UK
51,prompt1_repetition3_medium,Nigel Farage,values,UKIP vote ACTA European Parliament 2012 Nigel Farage speech ACTA civil liberties,,,,1,UK
52,prompt1_repetition3_medium,Nigel Farage,values,UKIP 2015 manifesto pdf UKIP believe in civil liberties bill of rights ECHR replace,,,,1,UK
53,prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage free speech Online Safety Bill statement 'free speech' X (Twitter) September 2025,,,,1,UK
54,prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf 'ID cards' civil liberties UKIP 2015 general election manifesto pdf site:ukip.org,,,ukip.org,1,UK
55,prompt1_repetition3_medium,Nigel Farage,values,UKIP manifesto 2015 pdf site:archive.org,,,archive.org,1,UK
56,prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage free speech 'I believe in free speech' quote interview 2018 2019,,,,1,UK
57,prompt1_repetition3_medium,Nigel Farage,values,European Parliament vote ACTA 2012 roll-call UKIP voted against ACTA Farage,,,,1,UK
58,prompt1_repetition3_medium,Nigel Farage,values,Nigel Farage opposes digital ID 2025 reported by BBC or Sky News or Reuters,,Reuters; BBC; Sky News,,1,UK
59,prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage Reform UK Contract 2024 free speech bill of rights ECHR policy,,,,1,UK
60,prompt1_repetition4_medium,Nigel Farage,values,Reform UK Our Contract 2024 free speech Bill of Rights Human Rights Act replace,,,,1,UK
61,prompt1_repetition4_medium,Nigel Farage,values,House of Representatives committee hearing Nigel Farage free speech testimony September 2025 official transcript,,,,1,UK
62,prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage China human rights Uyghur comments Hong Kong democracy Farage,,,,0,UK
63,prompt1_repetition4_medium,Nigel Farage,values,Reform UK Our Contract with You PDF free speech human rights act repeal British Bill of Rights site:reformparty.uk OR site:reformuk.com OR site:nationbuilder.com,,,reformparty.uk; reformuk.com; nationbuilder.com,0,UK
64,prompt1_repetition4_medium,Nigel Farage,values,Nigel Farage Coutts de-banking NatWest subject access request privacy rights 2023 bank apology FCA report,,,,1,UK
65,prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer LBC interview Oct 2023 right to cut off water and power Gaza,,LBC,,1,UK
66,prompt2_repetition0_medium,Keir Starmer,disregards,Amnesty International UK response to scrapping Rwanda scheme 2024 Labour government,,Amnesty,,1,UK
67,prompt2_repetition0_medium,Keir Starmer,disregards,Paul Chambers 'Twitter joke trial' 2012 High Court overturns conviction BBC News,,BBC,,1,UK
68,prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer human rights lawyer death penalty Caribbean cases Jamaica Privy Council,,,,0,UK
69,prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer commitment to European Convention on Human Rights remain ECHR 2024 manifesto Labour,,,,1,UK
70,prompt2_repetition0_medium,Keir Starmer,disregards,Labour voted on Public Order Act 2023 Labour position Keir Starmer vote,,,,1,UK
71,prompt2_repetition0_medium,Keir Starmer,disregards,UK Crime and Policing Bill 2025 facial coverings protests power to require foreign nationals to leave as condition of caution,,,,1,UK
72,prompt2_repetition0_medium,Keir Starmer,disregards,Keir Starmer LBC clip right to withhold water and power Gaza BBC clarification October 2023,,BBC; LBC,,1,UK
73,prompt2_repetition0_medium,Keir Starmer,disregards,UK arms exports to Israel 2024 2025 Starmer government whether suspended legal advice,,,,1,UK
74,prompt2_repetition0_medium,Keir Starmer,disregards,ICRC collective punishment prohibited international humanitarian law cutting water electricity civilians,,,,0,UK
75,prompt2_repetition1_medium,Keir Starmer,disregards,Keir Starmer Rwanda scheme scrap 2024 Labour government,,,,1,UK
76,prompt2_repetition1_medium,Keir Starmer,disregards,Border Security Command Starmer human rights concerns Liberty Refugee Council 2024,,,,1,UK
77,prompt2_repetition1_medium,Keir Starmer,disregards,UK France one in one out plan migrants August 2025 BBC,,BBC,,1,UK
78,prompt2_repetition1_medium,Keir Starmer,disregards,UK arms exports to Israel 2024 2025 Starmer government decision suspend licences BBC,,BBC,,1,UK
79,prompt2_repetition1_medium,Keir Starmer,disregards,Keir Starmer Human Rights Act ECHR position Labour 2024 2025 BBC,,BBC,,1,UK
80,prompt2_repetition1_medium,Keir Starmer,disregards,Liberty response to Labour migration bill 2025 criminalising asylum seekers Guardian Liberty,,Guardian,,1,UK
81,prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer human rights record Amnesty International UK 2025,,Amnesty,,1,UK
82,prompt2_repetition2_medium,Keir Starmer,disregards,Liberty UK analysis Starmer government 2025 Public Order Act protest powers stance,,,,1,UK
83,prompt2_repetition2_medium,Keir Starmer,disregards,2025 Labour government arms exports to Israel legal challenge human rights 'Starmer' 2025,,,,1,UK
84,prompt2_repetition2_medium,Keir Starmer,disregards,UK people smuggling bill 2025 Labour government five-year jail 'refuse rescue' Reuters,,Reuters,,1,UK
85,prompt2_repetition2_medium,Keir Starmer,disregards,Refugee Council reaction Border Security Asylum and Immigration Bill 2025 Labour government,,,,1,UK
86,prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer ECHR commitment Labour will remain party to ECHR 2024 statement,,,,1,UK
87,prompt2_repetition2_medium,Keir Starmer,disregards,Keir Starmer DPP human rights criticisms Gary McKinnon extradition CPS role,,,,0,UK
88,prompt2_repetition3_medium,Keir Starmer,disregards,Keir Starmer human rights record prime minister 2024 2025 analysis,,,,1,UK
89,prompt2_repetition3_medium,Keir Starmer,disregards,Amnesty International UK reaction Labour government 2024 human rights agenda Keir Starmer,,Amnesty,,1,UK
90,prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2025 position on Public Order Act 2023 protest powers 'serious disruption' statutory instrument; did Labour amend or repeal?,,,,1,UK
91,prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2025 repeal Minimum Service Levels Act 2023 status Employment Rights Bill New Deal for Working People 2025 human rights,,,,1,UK
92,prompt2_repetition3_medium,Keir Starmer,disregards,Labour government 2024 2025 Illegal Migration Act 2023 status repeal or changes Starmer Yvette Cooper,,,,1,UK
93,prompt2_repetition3_medium,Keir Starmer,disregards,UK Labour government return hubs Western Balkans rejected asylum seekers 2025 Home Office announcement,,,,1,UK
94,prompt2_repetition3_medium,Keir Starmer,disregards,UK aid budget 2025 Labour government cuts Official Development Assistance 2025 0.5% 0.7% Starmer statement,,,,1,UK
95,prompt2_repetition4_medium,Keir Starmer,disregards,Keir Starmer Rwanda plan scrapped Labour government 2024 BBC,,BBC,,1,UK
96,prompt2_repetition4_medium,Keir Starmer,disregards,Labour Party manifesto 2024 ECHR Human Rights Act commitment site:labour.org.uk,,,labour.org.uk,1,UK
97,prompt2_repetition4_medium,Keir Starmer,disregards,Labour manifesto 2024 European Convention on Human Rights commitment site:labour.org.uk ECHR,,,labour.org.uk,1,UK
98,prompt2_repetition4_medium,Keir Starmer,disregards,Starmer ECHR stay in European Convention on Human Rights Labour will not leave ECHR BBC News 2024 2025,,BBC,,1,UK
99,prompt2_repetition4_medium,Keir Starmer,disregards,Crown Prosecution Service Assange emails don't get cold feet Sweden Keir Starmer DPP explained Guardian 2018,,Guardian,,1,UK
100,prompt2_repetition4_medium,Keir Starmer,disregards,Guardian 2018 Sweden tried to drop Assange extradition 2013 CPS emails show 'Don't you dare get cold feet' Owen Bowcott,,Guardian,,1,UK
101,prompt2_repetition4_medium,Keir Starmer,disregards,UK prosecutors admit destroying key emails in Julian Assange case The Guardian 10 November 2017 Owen Bowcott Ewen MacAskill,,Guardian,,1,UK
102,prompt2_repetition4_medium,Keir Starmer,disregards,The Guardian Owen Bowcott Ewen MacAskill UK prosecutors admit destroying key emails in Julian Assange case site:theguardian.com,,,theguardian.com,0,UK
103,prompt2_repetition4_medium,Keir Starmer,disregards,Labour government 2024 Public Order Act 2023 protest powers will repeal? 2025 update BBC Reuters,,Reuters,,1,UK
104,prompt2_repetition4_medium,Keir Starmer,disregards,UK Supreme Court Rwanda policy unlawful risk of refoulement judgment 15 November 2023 press summary,,,,1,UK
105,prompt2_repetition4_medium,Keir Starmer,disregards,UK government bans Palestine Action terrorist organization 2025 Home Office order proscription 2025 Yvette Cooper,,,,1,UK
106,prompt2_repetition4_medium,Keir Starmer,disregards,CPS destroyed emails Assange 2017 BBC,,BBC,,1,UK
107,prompt2_repetition4_medium,Keir Starmer,disregards,Stefania Maurizi FOI tribunal CPS emails deleted 2017 UK prosecutors admit destroying key emails guardians 2017 site:ukhumanrightsblog.com,,,ukhumanrightsblog.com,1,UK
108,prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer human rights lawyer background European Court of Human Rights cases biography,,,,0,UK
109,prompt3_repetition0_medium,Keir Starmer,values,Crown Prosecution Service Victims' Right to Review 2013 DPP Keir Starmer cps.gov.uk,,,gov.uk,1,UK
110,prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 to 2013 CPS biography,,,,1,UK
111,prompt3_repetition0_medium,Keir Starmer,values,"Labour Party manifesto 2024 ECHR commitment 'no ifs, no buts' remain in European Convention on Human Rights site:labour.org.uk",,,labour.org.uk,1,UK
112,prompt3_repetition0_medium,Keir Starmer,values,BBC Keir Starmer never leave ECHR vow 2024 2025 European Political Community Blenheim Palace,,BBC,,1,UK
113,prompt3_repetition0_medium,Keir Starmer,values,FCDO death penalty advisory panel Keir Starmer 2002 2008 membership,,,,1,UK
114,prompt3_repetition0_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1980s Liberty UK human rights,,,,1,UK
115,prompt3_repetition0_medium,Keir Starmer,values,CPS assisted suicide policy 2010 Keir Starmer guidelines compassion public interest test,,,,1,UK
116,prompt3_repetition0_medium,Keir Starmer,values,CPS guidelines social media prosecution 2012 Keir Starmer free speech tweets guidance CPS 2012,,,,1,UK
117,prompt3_repetition0_medium,Keir Starmer,values,Hillsborough Law Keir Starmer Labour government 2024 commitment 'Public Authorities (Accountability) Bill' 2025,,,,1,UK
118,prompt3_repetition0_medium,Keir Starmer,values,gov.uk Public Authorities Accountability Bill Hillsborough Law introduced October 2025 press release,,,gov.uk,1,UK
119,prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer human rights lawyer Doughty Street Chambers European Court of Human Rights cases,,,,0,UK
120,prompt3_repetition1_medium,Keir Starmer,values,Labour Party manifesto 2024 European Convention on Human Rights commitment site:labour.org.uk,,,labour.org.uk,1,UK
121,prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer biography UK government Prime Minister human rights lawyer DPP,,,,0,UK
122,prompt3_repetition1_medium,Keir Starmer,values,"Hansard Keir Starmer 'not now, not ever' European convention on human rights statement July 2024",,,,1,UK
123,prompt3_repetition1_medium,Keir Starmer,values,Doughty Street Chambers Keir Starmer profile archive human rights European Court of Human Rights McLibel,,,,0,UK
124,prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer editor European Human Rights Law Reports,,,,0,UK
125,prompt3_repetition1_medium,Keir Starmer,values,European Human Rights Law: The Human Rights Act 1998 and the European Convention on Human Rights Keir Starmer 1999 publisher,,,,1,UK
126,prompt3_repetition1_medium,Keir Starmer,values,Keir Starmer DPP assisted suicide guidelines 2010 CPS,,,,1,UK
127,prompt3_repetition1_medium,Keir Starmer,values,Victims' Right to Review Keir Starmer 2013 CPS policy introduced,,,,1,UK
128,prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer human rights lawyer McLibel ECHR Steel and Morris v United Kingdom Keir Starmer,,,,0,UK
129,prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v. the United Kingdom 2005 ECHR application no. 68416/01 Keir Starmer representative,,,,1,UK
130,prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 to 2013 CPS biography site:cps.gov.uk,,,gov.uk,1,UK
131,prompt3_repetition2_medium,Keir Starmer,values,Reuters Keir Starmer says UK will not leave European Convention on Human Rights 2024 2025,,Reuters,,1,UK
132,prompt3_repetition2_medium,Keir Starmer,values,Liberty former legal officer Keir Starmer 1980s site:libertyhumanrights.org.uk,,,libertyhumanrights.org.uk,1,UK
133,prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v. the United Kingdom 68416/01 representation Keir Starmer,,,,0,UK
134,prompt3_repetition2_medium,Keir Starmer,values,HUDOC Steel and Morris v the United Kingdom 68416/01 judgment 2005 representatives Keir Starmer HUDOC,,,,1,UK
135,prompt3_repetition2_medium,Keir Starmer,values,Keir Starmer Director of Public Prosecutions 2008 2013 site:gov.uk,,,gov.uk,1,UK
136,prompt3_repetition2_medium,Keir Starmer,values,Labour Party manifesto 2024 human rights act ECHR commitment site:labour.org.uk,,,labour.org.uk,1,UK
137,prompt3_repetition2_medium,Keir Starmer,values,King's Speech 2024 Hillsborough law duty of candour Labour government commitment site:gov.uk,,,gov.uk,1,UK
138,prompt3_repetition2_medium,Keir Starmer,values,R (Purdy) v DPP [2009] UKHL 45 Keir Starmer guidance on assisted suicide publication requirement,,,,1,UK
139,prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer human rights lawyer career rights solicitor Doughty Street Chambers Liberty cases,,,,0,UK
140,prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer human rights lawyer Doughty Street Chambers profile death penalty Caribbean cases Reyes v R mandatory death penalty Privy Council,,,,0,UK
141,prompt3_repetition3_medium,Keir Starmer,values,BBC profile Keir Starmer human rights lawyer death penalty Caribbean cases Doughty Street Chambers,,BBC,,0,UK
142,prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer book human rights European Convention book 1999 2000 author Keir Starmer Human Rights Manual,,,,1,UK
143,prompt3_repetition3_medium,Keir Starmer,values,Reuters Keir Starmer will never leave European Convention on Human Rights July 2024 Blenheim summit,,Reuters,,1,UK
144,prompt3_repetition3_medium,Keir Starmer,values,Reuters Starmer never leave European Convention on Human Rights October 2024 Blenheim summit speech,,Reuters,,1,UK
145,prompt3_repetition3_medium,Keir Starmer,values,Prime Minister Keir Starmer speech EPC Blenheim Palace transcript 'we will never withdraw from the European Convention on Human Rights' gov.uk transcript,,,gov.uk,0,UK
146,prompt3_repetition3_medium,Keir Starmer,values,BBC Who is Keir Starmer profile Liberty legal officer human rights lawyer 2020 profile,,BBC,,1,UK
147,prompt3_repetition3_medium,Keir Starmer,values,Labour Party 2024 manifesto European Convention on Human Rights commitment Human Rights Act Labour 'Change' manifesto pdf ECHR,,,,1,UK
148,prompt3_repetition3_medium,Keir Starmer,values,Home Office asylum inadmissibility guidance April 8 2025 ends Rwanda policy 'inadmissibility' site:gov.uk,,,gov.uk,1,UK
149,prompt3_repetition3_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1988 1990 site:libertyhumanrights.org.uk Starmer,,,libertyhumanrights.org.uk,1,UK
150,prompt3_repetition4_medium,Keir Starmer,values,Keir Starmer human rights lawyer cases Caribbean death penalty Privy Council,,,,0,UK
151,prompt3_repetition4_medium,Keir Starmer,values,Labour Party manifesto 2024 ECHR Human Rights Act commitment,,,,1,UK
152,prompt3_repetition4_medium,Keir Starmer,values,Crown Prosecution Service Keir Starmer Director of Public Prosecutions biography human rights guidance Human Rights Act 1998 CPS legal guidance,,,,1,UK
153,prompt3_repetition4_medium,Keir Starmer,values,CPS legal guidance human rights act 1998 guidance Keir Starmer foreword 2009 2010 CPS,,,,1,UK
154,prompt3_repetition4_medium,Keir Starmer,values,Prime Minister Interpol General Assembly Glasgow speech 4 November 2024 'We will never withdraw from the European Convention on Human Rights' gov.uk,,,gov.uk,1,UK
155,prompt3_repetition4_medium,Keir Starmer,values,Keir Starmer Liberty legal officer 1980s confirmation site,,,,1,UK
156,prompt4_repetition0_medium,Jeremy Corbyn,disregards,EHRC report antisemitism Labour Party 2020 PDF,,,,1,UK
157,prompt4_repetition0_medium,Jeremy Corbyn,disregards,Equality and Human Rights Commission investigation into antisemitism in the Labour Party 2020 report PDF site:equalityhumanrights.com,,,equalityhumanrights.com,1,UK
158,prompt4_repetition0_medium,Jeremy Corbyn,disregards,BBC EHRC Labour antisemitism report what did it say quotes 29 October 2020 Corbyn reaction overstated for political reasons Facebook post,,BBC,,1,UK
159,prompt4_repetition0_medium,Jeremy Corbyn,disregards,Ofcom Revokes Press TV licence 2012 statement site:ofcom.org.uk,,,ofcom.org.uk,1,UK
160,prompt4_repetition0_medium,Jeremy Corbyn,disregards,BBC Jeremy Corbyn paid by Press TV 2009 2012 Ofcom fine appeared on Iranian state TV payments declared register of interests,,BBC,,1,UK
161,prompt4_repetition0_medium,Jeremy Corbyn,disregards,PinkNews Jeremy Corbyn defends payment Iranian TV Press TV 2016 PinkNews Q&A said money went on constituency office,,PinkNews,,1,UK
162,prompt4_repetition0_medium,Jeremy Corbyn,disregards,Jeremy Corbyn statement 'dramatically overstated for political reasons' EHRC 29 October 2020 Facebook post full text,,,,1,UK
163,prompt4_repetition0_medium,Jeremy Corbyn,disregards,site:amnesty.org Jeremy Corbyn human rights,,,amnesty.org,0,UK
164,prompt4_repetition0_medium,Jeremy Corbyn,disregards,Ofcom sanctions GB News breach impartiality 2023 decision Ofcom,,Ofcom; GB News,,1,UK
165,prompt4_repetition1_medium,Jeremy Corbyn,disregards,EHRC report Labour antisemitism 2020 full report PDF,,,,1,UK
166,prompt4_repetition1_medium,Jeremy Corbyn,disregards,BBC Reality Check what did Jeremy Corbyn say about Hamas and Hezbollah friends,,BBC,,0,UK
167,prompt4_repetition1_medium,Jeremy Corbyn,disregards,BBC News Jeremy Corbyn Press TV paid how much 2018 BBC Reality Check Press TV payment,,BBC,,1,UK
168,prompt4_repetition1_medium,Jeremy Corbyn,disregards,Jeremy Corbyn arrested outside South African embassy 1984 anti-apartheid protest BBC,,BBC,,1,UK
169,prompt4_repetition1_medium,Jeremy Corbyn,disregards,"Channel 4 FactCheck Corbyn Press TV payment 20,000 factcheck",,Channel 4,,0,UK
170,prompt4_repetition1_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Venezuela Maduro criticism 2019 Guardian 'condemn' human rights,,Guardian,,1,UK
171,prompt4_repetition1_medium,Jeremy Corbyn,disregards,Ofcom 2012 Press TV licence revoked site:ofcom.org.uk,,,ofcom.org.uk,1,UK
172,prompt4_repetition1_medium,Jeremy Corbyn,disregards,Reuters 2018 Jeremy Corbyn wreath Tunisia cemetery Reuters August 2018 report,,Reuters,,1,UK
173,prompt4_repetition1_medium,Jeremy Corbyn,disregards,Register of Members' Financial Interests Jeremy Corbyn Press TV 2009 2012 site:theyworkforyou.com,,,theyworkforyou.com,1,UK
174,prompt4_repetition2_medium,Jeremy Corbyn,disregards,EHRC report Labour antisemitism 2020 publication date,,,,1,UK
175,prompt4_repetition2_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Press TV paid appearances Ofcom sanctions 2012 coverage BBC,,BBC,,1,UK
176,prompt4_repetition2_medium,Jeremy Corbyn,disregards,"Jeremy Corbyn Press TV paid appearance amount 20,000 Guardian 2018",,Guardian,,1,UK
177,prompt4_repetition2_medium,Jeremy Corbyn,disregards,BBC EHRC Labour antisemitism report unlawful acts 2020 Corbyn reaction,,BBC,,1,UK
178,prompt4_repetition2_medium,Jeremy Corbyn,disregards,UK Parliament Register of Members' Financial Interests Jeremy Corbyn Press TV entry 2009 2012,,,,1,UK
179,prompt4_repetition2_medium,Jeremy Corbyn,disregards,Ofcom statement Press TV revocation 2012 site:ofcom.org.uk,,,ofcom.org.uk,1,UK
180,prompt4_repetition2_medium,Jeremy Corbyn,disregards,Jeremy Corbyn Amnesty International parliamentary group membership,,Amnesty,,0,UK
181,prompt4_repetition2_medium,Jeremy Corbyn,disregards,Reuters Institute Digital News Report UK brand trust scores Daily Mail trust score 2024,,Reuters; Daily Mail,,1,UK
182,prompt4_repetition2_medium,Jeremy Corbyn,disregards,Skwawkbox defamation case apology IPSO ruling,,,,0,UK
183,prompt4_repetition3_medium,Jeremy Corbyn,disregards,EHRC report Labour Party antisemitism 2020 pdf site:equalityhumanrights.com,,,equalityhumanrights.com,1,UK
184,prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Jeremy Corbyn 'friends' Hamas Hezbollah 2009 comments apology 2016,,BBC,,1,UK
185,prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Reality Check Corbyn wreath Tunisia 2014 fact check,,BBC,,1,UK
186,prompt4_repetition3_medium,Jeremy Corbyn,disregards,BBC Reality Check Jeremy Corbyn wreath 2018 BBC News Reality Check Tunisia cemetery,,BBC,,1,UK
187,prompt4_repetition3_medium,Jeremy Corbyn,disregards,Corbyn Tunisia wreath 2014 2018 fact check,,,,1,UK
188,prompt4_repetition3_medium,Jeremy Corbyn,disregards,Human Rights Watch Hamas abuses record,,Human Rights Watch,,0,UK
189,prompt4_repetition3_medium,Jeremy Corbyn,disregards,Reuters Corbyn Venezuela Maduro 2019 comment Labour statement Maduro,,Reuters,,1,UK
190,prompt4_repetition3_medium,Jeremy Corbyn,disregards,Home Affairs Committee Antisemitism in the UK 2016 report Labour,,,,1,UK
191,prompt4_repetition3_medium,Jeremy Corbyn,disregards,Jeremy Corbyn anti-apartheid campaigner arrest outside South African embassy 1984,,,,1,UK
