index,prompt_id,politician,prompt_version,query,event,website,domain,year,region
15,prompt0_repetition0_medium,Emmanuel Macron,disregards,RSF France security law 2020 filming police concern 2020 2021 'Loi securite globale' press freedom,1,Reporters Without Borders,,1,Europe
16,prompt0_repetition0_medium,Emmanuel Macron,disregards,ECHR France discriminatory identity check 2025 judgment case name Besançon identity check Karim Touil c. France 26 juin 2025,1,,,1,Europe
17,prompt0_repetition0_medium,Emmanuel Macron,disregards,Sainte-Soline 2023 protests police violence injuries Amnesty International France statement Sainte-Soline,1,Amnesty,,1,Europe
18,prompt0_repetition1_medium,Emmanuel Macron,disregards,Council of Europe Commissioner for Human Rights yellow vests France policing letter 2019 Dunja Mijatovic Macron,1,,,1,Europe
19,prompt0_repetition1_medium,Emmanuel Macron,disregards,Council of Europe Commissioner for Human Rights France protests 2023 Mijatovic statement pension reform France,1,,,1,Europe
20,prompt0_repetition1_medium,Emmanuel Macron,disregards,Council of Europe Commissioner Mijatovic France pension protests 2023 statement site:coe.int,,,coe.int,1,Europe
21,prompt0_repetition1_medium,Emmanuel Macron,disregards,Conseil constitutionnel loi sécurité globale article 24 décision 2021-817 DC 20 mai 2021 France diffusion images forces de l'ordre,1,,,1,Europe
22,prompt0_repetition1_medium,Emmanuel Macron,disregards,site:conseil-constitutionnel.fr 2021-817 DC 20 mai 2021 sécurité globale,,,conseil-constitutionnel.fr,1,Europe
23,prompt0_repetition1_medium,Emmanuel Macron,disregards,Human Rights Watch World Report 2024 France human rights,0,Human Rights Watch,,1,Europe
24,prompt0_repetition1_medium,Emmanuel Macron,disregards,ECHR judgment France July 2023 prison conditions Fresnes inhuman degrading treatment case name,1,,,1,Europe
25,prompt0_repetition1_medium,Emmanuel Macron,disregards,France 2021 separatism law law reinforcing respect for the principles of the Republic criticism Amnesty France freedom of association dissolution associations 2021,1,Amnesty,,1,Europe
26,prompt0_repetition1_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2024 immigration loi pour contrôler l'immigration améliorer l'intégration censure février 2024 numéro,1,,,1,Europe
27,prompt0_repetition1_medium,Emmanuel Macron,disregards,OHCHR France UN experts 2019 yellow vests excessive force statement 14 February 2019 France,1,OHCHR,,1,Europe
28,prompt0_repetition1_medium,Emmanuel Macron,disregards,OHCHR France yellow vests 2019 UN experts severe rights restrictions France 14 February 2019 site:ohchr.org,,,ohchr.org,1,Europe
29,prompt0_repetition1_medium,Emmanuel Macron,disregards,Conseil d'État manifestations pro-Palestine interdictions octobre 2023 circulaire Darmanin jugement Conseil d'État liberté de manifester,1,,,1,Europe
30,prompt0_repetition1_medium,Emmanuel Macron,disregards,ECHR N.H. and Others v. France 2020 asylum seekers living conditions France violation Article 3,1,,,1,Europe
31,prompt0_repetition1_medium,Emmanuel Macron,disregards,OHCHR spokesperson France 30 June 2023 Nahel protests statement Police France 30 June 2023 site:ohchr.org,,,ohchr.org,1,Europe
32,prompt0_repetition1_medium,Emmanuel Macron,disregards,CNIL avis vidéoprotection algorithmique JO 2024 France avis CNIL 2023 loi JOP 2024,1,,,1,Europe
33,prompt0_repetition1_medium,Emmanuel Macron,disregards,Conseil d'État dissolution 'Les Soulèvements de la Terre' annulation 2024,1,,,1,Europe
34,prompt0_repetition2_medium,Emmanuel Macron,disregards,France human rights 2024 Amnesty International report Macron protests policing global security law,1,Amnesty,,1,Europe
35,prompt0_repetition2_medium,Emmanuel Macron,disregards,Council of Europe Commissioner for Human Rights France policing protests statement March 2023 Dunja Mijatovic site:coe.int,,,coe.int,1,Europe
36,prompt0_repetition2_medium,Emmanuel Macron,disregards,Défenseure des droits manifestations 2023 recommandations maintien de l'ordre préventions arrestations site:defenseurdesdroits.fr,,,defenseurdesdroits.fr,1,Europe
37,prompt0_repetition2_medium,Emmanuel Macron,disregards,France 2023 2024 law algorithmic video surveillance Paris 2024 Amnesty International,1,Amnesty,,1,Europe
38,prompt0_repetition2_medium,Emmanuel Macron,disregards,site:coe.int France protests excessive use of force 2023 Commissioner for Human Rights statement France pensions demonstrations,,,coe.int,1,Europe
39,prompt0_repetition2_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2021 loi sécurité globale article 24 filmer policiers DC 2021 France,1,,,1,Europe
40,prompt0_repetition2_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2021 loi sécurité globale 2021-817 DC,1,,,1,Europe
41,prompt0_repetition2_medium,Emmanuel Macron,disregards,European Court of Human Rights France freedom of expression protests 2020 2023 judgment France police freedom of assembly France BDS Baldassi v France 2020 ECtHR,1,,,1,Europe
42,prompt0_repetition2_medium,Emmanuel Macron,disregards,Conseil d'État annule la dissolution des Soulèvements de la Terre 2023 décision,1,,,1,Europe
43,prompt0_repetition2_medium,Emmanuel Macron,disregards,Reporters Without Borders France global security law press freedom 2021 article 24 filming police RSF France concerns,1,Reporters Without Borders,,1,Europe
44,prompt0_repetition2_medium,Emmanuel Macron,disregards,France 2023 ban pro-Palestinian protests Darmanin circular nationwide ban administrative courts overturn France Conseil dÉtat ruling,1,,,1,Europe
45,prompt0_repetition2_medium,Emmanuel Macron,disregards,site:conseil-constitutionnel.fr décision 2021-817 DC 20 mai 2021 sécurité globale,,,conseil-constitutionnel.fr,1,Europe
46,prompt0_repetition2_medium,Emmanuel Macron,disregards,2017 loi renforçant la sécurité intérieure et la lutte contre le terrorisme SILT critique CNCDH Conseil de l'Europe France human rights,1,,,1,Europe
47,prompt0_repetition2_medium,Emmanuel Macron,disregards,France 2024 abortion constitution freedom guaranteed Macron inserted abortion right into constitution March 2024,1,,,1,Europe
48,prompt0_repetition3_medium,Emmanuel Macron,disregards,France immigration law 2023 Constitutional Council January 2024 decision quotas censured,1,,,1,Europe
49,prompt0_repetition3_medium,Emmanuel Macron,disregards,Council of Europe Commissioner for Human Rights France protests 2023 statement Dunja Mijatovic excessive use of force,1,,,1,Europe
50,prompt0_repetition3_medium,Emmanuel Macron,disregards,Conseil constitutionnel 2023-863 DC 25 janvier 2024 loi pour contrôler l'immigration et améliorer l'intégration décision,1,,,1,Europe
51,prompt0_repetition3_medium,Emmanuel Macron,disregards,Défenseur des droits LBD recommandations 2019 rapport lanceurs de balles de défense maintien de l'ordre,1,,,1,Europe
52,prompt0_repetition3_medium,Emmanuel Macron,disregards,Commissioner for Human Rights Council of Europe France demonstrations pension reform statement 24 March 2023 site:coe.int,,,coe.int,1,Europe
53,prompt0_repetition3_medium,Emmanuel Macron,disregards,Conseil constitutionnel 25 janvier 2024 2023-863 DC Loi pour contrôler l'immigration et améliorer l'intégration décision intégrale,1,,,1,Europe
54,prompt0_repetition3_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2023-863 DC 25 janvier 2024 site:conseil-constitutionnel.fr,,,conseil-constitutionnel.fr,1,Europe
55,prompt0_repetition3_medium,Emmanuel Macron,disregards,Décision 2023-863 DC Conseil constitutionnel du 25 janvier 2024 immigrations loi pour contrôler l'immigration et améliorer l'intégration site:conseil-constitutionnel.fr,,,conseil-constitutionnel.fr,1,Europe
56,prompt0_repetition3_medium,Emmanuel Macron,disregards,OHCHR CERD statement France July 2023 racial profiling Nahel press release site:ohchr.org,,,ohchr.org,1,Europe
57,prompt0_repetition3_medium,Emmanuel Macron,disregards,Conseil d'Etat dissolution Soulèvements de la Terre annulation novembre 2023,1,,,1,Europe
58,prompt0_repetition3_medium,Emmanuel Macron,disregards,Freedom House France 2024 freedom status score civil liberties rating,0,Freedom House,,1,Europe
59,prompt0_repetition3_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2021 loi sécurité globale article 24 déclaré contraire,1,,,1,Europe
60,prompt0_repetition4_medium,Emmanuel Macron,disregards,Council of Europe Commissioner for Human Rights France protests 2023 use of force statement,1,,,1,Europe
61,prompt0_repetition4_medium,Emmanuel Macron,disregards,Amnesty International France global security law Article 24 analysis 2021,0,Amnesty,,1,Europe
62,prompt0_repetition4_medium,Emmanuel Macron,disregards,France separatism law 2021 human rights watch concerns law reinforcing respect for the principles of the Republic,,Human Rights Watch,,1,Europe
63,prompt0_repetition4_medium,Emmanuel Macron,disregards,OHCHR France Nahel June 2023 statement racial discrimination policing France 30 June 2023,,OHCHR,,1,Europe
64,prompt0_repetition4_medium,Emmanuel Macron,disregards,France pro-Palestinian protests ban October 2023 Conseil d'État decision Darmanin order ban human rights groups criticism,,,,1,Europe
65,prompt0_repetition4_medium,Emmanuel Macron,disregards,France 2023 law remote activation of microphones and cameras for surveillance 2023 loi justice 2023 microphones à distance,0,,,1,Europe
66,prompt0_repetition4_medium,Emmanuel Macron,disregards,ECHR pilot judgment France prison overcrowding 2024,,,,1,Europe
67,prompt0_repetition4_medium,Emmanuel Macron,disregards,Conseil d'État annule dissolution Soulèvements de la Terre 2023 Darmanin,,,,1,Europe
68,prompt0_repetition4_medium,Emmanuel Macron,disregards,Conseil constitutionnel décision 2021 loi sécurité globale article 24,,,,1,Europe
69,prompt0_repetition4_medium,Emmanuel Macron,disregards,Conseil constitutionnel loi immigration 2023 censure 2024 décision 2024-858 DC 25 janvier 2024,,,,1,Europe
70,prompt1_repetition0_medium,Emmanuel Macron,values,France abortion constitution March 2024 loi constitutionnelle IVG texte officiel Legifrance,,Legifrance,,1,Europe
71,prompt1_repetition0_medium,Emmanuel Macron,values,France welcomes EU global human rights sanctions regime 2020 ministère de l'Europe et des Affaires étrangères communiqué 2020 sanctions mondiales droits de l'homme,,,,1,Europe
72,prompt1_repetition0_medium,Emmanuel Macron,values,Initiative Marianne droits de l'homme Élysée 2021 droits de l'Homme défenseures programme gouvernement français,,,,1,Europe
73,prompt1_repetition0_medium,Emmanuel Macron,values,"Emmanuel Macron abolition peine de mort discours 2021 journée internationale 10 octobre Elysée ""abolition universelle""",,,,1,Europe
74,prompt1_repetition0_medium,Emmanuel Macron,values,Elysee Journée des droits de l'Homme 2021 Macron Initiative Marianne annonce 10 décembre 2021 site elysee.fr,,,elysee.fr,1,Europe
75,prompt1_repetition0_medium,Emmanuel Macron,values,Forum Génération Égalité Paris 2021 UN Women 40 billion commitments France Mexico Macron closing speech site UN Women,,,,1,Europe
76,prompt1_repetition0_medium,Emmanuel Macron,values,Loi constitutionnelle 2024 IVG Journal officiel 9 mars 2024 article 34 Liberté garantie de recourir à une IVG Legifrance,,Legifrance; Journal Officiel ,,1,Europe
77,prompt1_repetition0_medium,Emmanuel Macron,values,France support ICC Ukraine accountability Macron 2022 2023 French Ministry for Europe and Foreign Affairs support to ICC for Ukraine war crimes Macron statement,,,,1,Europe
78,prompt1_repetition0_medium,Emmanuel Macron,values,loi 31 janvier 2022 interdiction des thérapies de conversion Journal officiel Macron loi n° 2022-92,,Journal Officiel ,,1,Europe
79,prompt1_repetition0_medium,Emmanuel Macron,values,International Partnership against Impunity for the Use of Chemical Weapons launched in Paris January 2018 France Macron MEAE 'Partenariat international contre l'impunité d'utilisation d'armes chimiques' 2018 lancement,,,,1,Europe
80,prompt1_repetition0_medium,Emmanuel Macron,values,Partenariat international contre l'impunité d'utilisation d'armes chimiques lancement 2018 diplomatie.gouv.fr Macron 23 janvier 2018 Paris,,,diplomatie.gouv.fr ,1,Europe
81,prompt1_repetition0_medium,Emmanuel Macron,values,19 janvier 2022 Macron Parlement européen Strasbourg inscrire droit à l'avortement dans la Charte des droits fondamentaux propos Macron source officielle Élysée ou Parlement européen,,,,1,Europe
82,prompt1_repetition0_medium,Emmanuel Macron,values,Amnesty International France 2023 2024 report on France human rights global security law filming police article 24 critique immigration law 2023 2024 Conseil constitutionnel,,Amnesty,,1,Europe
83,prompt1_repetition1_medium,Emmanuel Macron,values,France abortion constitution March 2024 Macron ceremony adoption law constitutional right to abortion,,,,1,Europe
84,prompt1_repetition1_medium,Emmanuel Macron,values,Loi interdisant les pratiques de thérapies de conversion 2022 Legifrance Macron promulgation 2022,,Legifrance,,1,Europe
85,prompt1_repetition1_medium,Emmanuel Macron,values,Loi n° 2022-92 du 31 janvier 2022 interdisant les pratiques visant à modifier l'orientation sexuelle ou l'identité de genre Légifrance,,,,1,Europe
86,prompt1_repetition1_medium,Emmanuel Macron,values,Legifrance loi n° 2022-92 du 31 janvier 2022 thérapies de conversion,,Legifrance,,1,Europe
87,prompt1_repetition1_medium,Emmanuel Macron,values,Macron death penalty worldwide abolition initiative 2021 Elysee speech World Day Against the Death Penalty Élysée 2021,1,Elysee,,1,Europe
88,prompt1_repetition1_medium,Emmanuel Macron,values,Partnership for Information and Democracy 2019 Macron Reporters Without Borders Elysee launch pledge 2019 leaders support,,Reporters Without Borders,,1,Europe
89,prompt1_repetition1_medium,Emmanuel Macron,values,France support International Criminal Court Ukraine Macron accountability war crimes statement Elysee 2022 2023 support ICC warrants,1,Elysee,,1,Europe
90,prompt1_repetition1_medium,Emmanuel Macron,values,Amnesty International 2023/2024 report France human rights 2024 France country report,,Amnesty,,1,Europe
91,prompt1_repetition1_medium,Emmanuel Macron,values,Macron UN General Assembly 2021 speech transcript Elysee human rights universal values rule of law 76th session,,Elysee,,1,Europe
92,prompt1_repetition1_medium,Emmanuel Macron,values,France bracelet anti-rapprochement violences conjugales 2020 déploiement gouvernement site 'téléphone grave danger' 2014 extension 2019 2020,,,,1,Europe
93,prompt1_repetition2_medium,Emmanuel Macron,values,Loi constitutionnelle 8 mars 2024 IVG article 34 Legifrance,,Legifrance,,1,Europe
94,prompt1_repetition2_medium,Emmanuel Macron,values,France global campaign against death penalty France Diplomacy abolition of death penalty,,,,0,Europe
95,prompt1_repetition2_medium,Emmanuel Macron,values,LOI constitutionnelle n° 2024-200 du 8 mars 2024 relative à la liberté de recourir à l'interruption volontaire de grossesse Legifrance,,Legifrance,,1,Europe
96,prompt1_repetition2_medium,Emmanuel Macron,values,France Diplomacy human rights policy France values universality page,,,,0,Europe
97,prompt1_repetition2_medium,Emmanuel Macron,values,Legifrance Loi n° 2022-92 du 31 janvier 2022 interdisant les pratiques visant à modifier l'orientation sexuelle ou l'identité de genre,,Legifrance,,1,Europe
98,prompt1_repetition2_medium,Emmanuel Macron,values,JORF LOI n° 2022-92 du 31 janvier 2022 interdisant les pratiques visant à modifier l'orientation sexuelle site:legifrance.gouv.fr,,,legifrance.gouv.fr,1,Europe
99,prompt1_repetition2_medium,Emmanuel Macron,values,France supports ICC investigation war crimes Ukraine Diplomatie gouv 2022 2023 statement,,,,1,Europe
100,prompt1_repetition3_medium,Emmanuel Macron,values,France abortion constitutional right March 2024 Macron pushed reform Reuters,,Reuters,,1,Europe
101,prompt1_repetition3_medium,Emmanuel Macron,values,Elysee abolition of the death penalty global initiative Macron October 2021 launch,1,Elysee,,1,Europe
102,prompt1_repetition3_medium,Emmanuel Macron,values,France bans conversion therapy Reuters January 2022 Macron law,,Reuters,,1,Europe
103,prompt1_repetition3_medium,Emmanuel Macron,values,site:elysee.fr United Nations General Assembly speech 2023 Macron 78th,,,elysee.fr ,1,Europe
104,prompt1_repetition3_medium,Emmanuel Macron,values,Macron met Iranian activists Elysee November 2022 Masih Alinejad 12 November 2022,1,Elysee,,1,Europe
105,prompt1_repetition3_medium,Emmanuel Macron,values,France street harassment fines law 2018 'outrage sexiste' Macron government France 24,1,France 24 ,,1,Europe
106,prompt1_repetition3_medium,Emmanuel Macron,values,France 2023 national plan against anti-LGBT+ hatred plan gouvernement 2023 Macron Borne plan national lutte contre haine anti-LGBT+ 2023,,,,1,Europe
107,prompt1_repetition4_medium,Emmanuel Macron,values,France enshrines abortion rights in constitution March 2024 Macron government Reuters,,Reuters,,1,Europe
108,prompt1_repetition4_medium,Emmanuel Macron,values,France law 2019 bracelets anti-rapprochement violences conjugales 2020 loi,,,,1,Europe
109,prompt1_repetition4_medium,Emmanuel Macron,values,France bans conversion therapy law 2022 Legifrance loi interdisant les pratiques de conversion,,Legifrance,,1,Europe
110,prompt1_repetition4_medium,Emmanuel Macron,values,Marianne Initiative human rights defenders Macron 2021 France programme initiative Marianne droits humains,,,,1,Europe
111,prompt1_repetition4_medium,Emmanuel Macron,values,Biarritz Partnership for Gender Equality 2019 G7 Macron initiative,,,,1,Europe
112,prompt1_repetition4_medium,Emmanuel Macron,values,Emmanuel Macron speech Council of Europe human rights 2018 2023,,,,1,Europe
113,prompt1_repetition4_medium,Emmanuel Macron,values,France bioethics law 2021 extends IVF PMA pour toutes Macron law Legifrance,,Legifrance,,1,Europe
114,prompt1_repetition4_medium,Emmanuel Macron,values,Constitution francais 1958 version 2024 IVG garantie article 34 Legifrance,,Legifrance,,1,Europe
115,prompt1_repetition4_medium,Emmanuel Macron,values,Légifrance Constitution de 1958 version consolidée 8 mars 2024 IVG liberté garantie,,,,1,Europe
116,prompt1_repetition4_medium,Emmanuel Macron,values,legifrance constitution 1958 consolidée 8 mars 2024 Article 34 liberté garantie femme avortement,,Legifrance,,1,Europe
117,prompt1_repetition4_medium,Emmanuel Macron,values,Ambassadeur aux droits LGBT France 2022 nommé par Catherine Colonna,,,,1,Europe
118,prompt1_repetition4_medium,Emmanuel Macron,values,Amnesty France 2023 loi immigration critique droits humains Macron,,Amnesty,,1,Europe
119,prompt1_repetition4_medium,Emmanuel Macron,values,Loi du 3 août 2018 renforçant la lutte contre les violences sexuelles et sexistes legifrance,,Legifrance,,1,Europe
120,prompt1_repetition4_medium,Emmanuel Macron,values,France outlaws street harassment 2018 law fines Reuters,,Reuters,,1,Europe
121,prompt2_repetition0_medium,Ursula von der Leyen,disregards,EU Tunisia migration deal human rights Ombudsman maladministration European Commission 2024,,,,1,Europe
122,prompt2_repetition0_medium,Ursula von der Leyen,disregards,Ursula von der Leyen Israel Gaza October 2023 criticism humanitarian law letter EU officials,,,,1,Europe
123,prompt2_repetition0_medium,Ursula von der Leyen,disregards,Amnesty International EU Tunisia migration deal human rights Ursula von der Leyen 2023 2024 statement,,Amnesty,,1,Europe
124,prompt2_repetition0_medium,Ursula von der Leyen,disregards,von der Leyen Greece Europe's shield 2020 pushbacks human rights criticism,,,,1,Europe
125,prompt2_repetition0_medium,Ursula von der Leyen,disregards,EU CSAM scanning proposal end-to-end encryption human rights criticism EDRi 2024 2025 Johansson von der Leyen Commission proposal,,,,1,Europe
126,prompt2_repetition0_medium,Ursula von der Leyen,disregards,European Court of Auditors report 2024 Emergency Trust Fund for Africa human rights risks migration Libya Tunisia report 2024 ECA Special report,,,,1,Europe
127,prompt2_repetition0_medium,Ursula von der Leyen,disregards,EU Pact on Migration and Asylum 2024 2025 human rights concerns Amnesty International Human Rights Watch border procedures detention children,,Amnesty; Human Rights Watch,,1,Europe
128,prompt2_repetition0_medium,Ursula von der Leyen,disregards,EU Egypt strategic partnership 2024 2025 human rights criticism deal 7.4 billion von der Leyen March 2024,,,,1,Europe
129,prompt2_repetition1_medium,Ursula von der Leyen,disregards,European Ombudsman decision Tunisia memorandum of understanding migration human rights assessment European Commission 2024,,,,1,Europe
130,prompt2_repetition1_medium,Ursula von der Leyen,disregards,Ursula von der Leyen Greece Europe's shield Evros March 2020 quote visit to Greek-Turkish border,,,,1,Europe
131,prompt2_repetition1_medium,Ursula von der Leyen,disregards,European Ombudsman inquiry Ursula von der Leyen Israel Gaza communications 2023 2024 Commission role criticism human rights,,,,1,Europe
132,prompt2_repetition1_medium,Ursula von der Leyen,disregards,EU-Egypt strategic partnership 2024 migration funding human rights criticism von der Leyen 2024 March 2024 Egypt deal rights groups,,,,1,Europe
133,prompt2_repetition1_medium,Ursula von der Leyen,disregards,European Commission freezes EU funds Hungary rule of law conditionality 2022 2023 von der Leyen statement,,,,1,Europe
134,prompt2_repetition1_medium,Ursula von der Leyen,disregards,European Court of Human Rights 2025 judgment Greece pushbacks Evros systematic practice ARE v Greece 2025 ECHR HUDOC,,HUDOC,,1,Europe
135,prompt2_repetition1_medium,Ursula von der Leyen,disregards,Human Rights Watch EU migration pact 2024 criticism border detention screening asylum rights HRW 2024 April 2024,,Human Rights Watch,,1,Europe
136,prompt2_repetition2_medium,Ursula von der Leyen,disregards,European Ombudsman finding Tunisia memorandum human rights due diligence European Commission 2024 von der Leyen,,,,1,Europe
137,prompt2_repetition2_medium,Ursula von der Leyen,disregards,European Commission memorandum of understanding EU Tunisia July 2023 migration Ursula von der Leyen press release,,,,1,Europe
138,prompt2_repetition2_medium,Ursula von der Leyen,disregards,"European Commission Press release Memorandum of Understanding EU Tunisia July 16, 2023 Ursula von der Leyen joint statement",,,,1,Europe
139,prompt2_repetition2_medium,Ursula von der Leyen,disregards,Von der Leyen criticised for Gaza stance international humanitarian law 2023 Politico Europe,,Politico,,1,Europe
140,prompt2_repetition2_medium,Ursula von der Leyen,disregards,OLAF report Frontex pushbacks 2022 summary leaks credible source,,,,1,Europe
141,prompt2_repetition2_medium,Ursula von der Leyen,disregards,European Court of Auditors report EU Trust Fund for Africa human rights risks 2024 site:eca.europa.eu,,,europa.eu,1,Europe
142,prompt2_repetition2_medium,Ursula von der Leyen,disregards,von der Leyen respect international humanitarian law Gaza statement October 2023 site:ec.europa.eu or site:presscorner.ec.europa.eu,,,europa.eu,1,Europe
143,prompt2_repetition3_medium,Ursula von der Leyen,disregards,Amnesty International critique EU migration pact 2024 human rights,,Amnesty,,1,Europe
144,prompt2_repetition3_medium,Ursula von der Leyen,disregards,von der Leyen Israel Gaza October 2023 criticism international humanitarian law,,,,1,Europe
145,prompt2_repetition3_medium,Ursula von der Leyen,disregards,Reuters von der Leyen visit Israel October 2023 criticism lack of IHL reference,,Reuters,,1,Europe
146,prompt2_repetition3_medium,Ursula von der Leyen,disregards,Human Rights Watch EU migration pact 2024 border procedures human rights,,Human Rights Watch,,1,Europe
147,prompt2_repetition3_medium,Ursula von der Leyen,disregards,EU Corporate Sustainability Due Diligence Directive adopted 2024 Council adoption date Reuters,,Reuters,,1,Europe
148,prompt2_repetition3_medium,Ursula von der Leyen,disregards,EU freezes Hungary funds rule of law conditionality 2024 Reuters von der Leyen Commission,,Reuters,,1,Europe
149,prompt2_repetition3_medium,Ursula von der Leyen,disregards,European Union Agency for Fundamental Rights report border pushbacks 2024 report migrants EU borders site fra.europa.eu,,,europa.eu,1,Europe
150,prompt2_repetition4_medium,Ursula von der Leyen,disregards,EU Tunisia migration deal memorandum of understanding July 2023 von der Leyen human rights criticism,,,,1,Europe
151,prompt2_repetition4_medium,Ursula von der Leyen,disregards,European Commission press release Memorandum of Understanding EU Tunisia 16 July 2023 migration partnership Von der Leyen,,,,1,Europe
152,prompt2_repetition4_medium,Ursula von der Leyen,disregards,Press corner European Commission Tunisia memorandum of understanding partnership 16 July 2023 site:ec.europa.eu,,,europa.eu,1,Europe
153,prompt2_repetition4_medium,Ursula von der Leyen,disregards,Human Rights Watch EU Tunisia memorandum of understanding 2023 migrants rights abuses desert expulsions critique EU funding Tunisia migrants 2023 2024,,Human Rights Watch,,1,Europe
154,prompt2_repetition4_medium,Ursula von der Leyen,disregards,ECHR judgment Greece pushbacks 2025 ARE v Greece press release ECHR 2025 January 7,,,,1,Europe
155,prompt2_repetition4_medium,Ursula von der Leyen,disregards,Ursula von der Leyen criticism Gaza humanitarian law October 2023 Politico Europe staff letter,,Politico,,1,Europe
156,prompt2_repetition4_medium,Ursula von der Leyen,disregards,European Commission statement von der Leyen Gaza international humanitarian law October 2023 statement,,,,1,Europe
157,prompt3_repetition0_medium,Ursula von der Leyen,values,Ursula von der Leyen re-elected President of the European Commission July 2024 European Parliament vote,,,,1,Europe
158,prompt3_repetition0_medium,Ursula von der Leyen,values,Corporate Sustainability Due Diligence Directive adopted 2024 Council press release,,,,1,Europe
159,prompt3_repetition0_medium,Ursula von der Leyen,values,AI Act adopted 2024 Official Journal 2024/1689 EUR-Lex,,,,1,Europe
160,prompt3_repetition0_medium,Ursula von der Leyen,values,Rule of Law Conditionality Hungary funds Commission proposal 2022 press release European Commission,,,,1,Europe
161,prompt3_repetition0_medium,Ursula von der Leyen,values,Digital Services Act fundamental rights safeguards European Commission page,,,,0,Europe
162,prompt3_repetition0_medium,Ursula von der Leyen,values,EU LGBTIQ Equality Strategy 2020-2025 European Commission Ursula von der Leyen statement,,,,1,Europe
163,prompt3_repetition0_medium,Ursula von der Leyen,values,EU accession to the Istanbul Convention 2023 Council approves Council press release,,,,1,Europe
164,prompt3_repetition0_medium,Ursula von der Leyen,values,EU global human rights sanctions regime 2020 Council Overview official,,,,1,Europe
165,prompt3_repetition0_medium,Ursula von der Leyen,values,Pact on Migration and Asylum adopted 2024 official EU press release fundamental rights monitors border procedures,,,,1,Europe
166,prompt3_repetition0_medium,Ursula von der Leyen,values,European Commission denies EU funding to Polish regions LGBT-free zones 2020 2021 official Commission letter press release,,,,1,Europe
167,prompt3_repetition0_medium,Ursula von der Leyen,values,State of the Union 2020 Ursula von der Leyen transcript 'Union of Equality' 'LGBTQI-free zones are humanity-free zones' official European Commission,,,,1,Europe
168,prompt3_repetition1_medium,Ursula von der Leyen,values,Ursula von der Leyen human rights sanctions regime quote 2020,,,,1,Europe
169,prompt3_repetition1_medium,Ursula von der Leyen,values,Ursula von der Leyen LGBTI-free zones humanity-free zones quote source,,,,0,Europe
170,prompt3_repetition1_medium,Ursula von der Leyen,values,LGBTIQ-free zones humanity-free zones Ursula von der Leyen transcript 2020 European Commission,,,,1,Europe
171,prompt3_repetition1_medium,Ursula von der Leyen,values,European Commission SOTEU 2020 speech transcript Ursula von der Leyen 'State of the Union' 16 September 2020 site:ec.europa.eu,,,europa.eu,1,Europe
